nomes,npts,nout,minlm,mincga,medlm,medcga,maxlm,maxcga
sphere2D_3.8_-44.2_178.0_835.csv,2038,835,0.0295224,0.0234521,0.03568485,0.0236831,0.0825935,0.0375009
sphere2D_30.7_-23.2_35.0_726.csv,1772,726,0.0340394,0.0173084,0.04162385,0.01744265,0.0908458,0.0273474
sphere2D_31.7_-19.4_115.0_937.csv,2286,937,0.0422826,0.0234993,0.0502845,0.0237174,0.099394,0.0334331
sphere2D_31.9_-10.5_184.0_1767.csv,4310,1767,0.1140667,0.2307955,0.1291554,0.2323757,0.2057183,0.2472692
sphere2D_31.9_39.0_175.0_423.csv,1033,423,0.0121591,0.0050526,0.0130137,0.0051139,0.0393005,0.0148091
sphere2D_33.0_42.3_41.0_832.csv,2031,832,0.0442082,0.0244285,0.0526016,0.024631,0.0985157,0.0363551
sphere2D_33.1_21.5_118.0_603.csv,1472,603,0.0233304,0.0110873,0.0291121,0.01126985,0.0860739,0.0235633
sphere2D_33.9_-2.6_146.0_1736.csv,4235,1736,0.1145618,0.1577625,0.12937345,0.15862985,0.2002067,0.1688753
sphere2D_35.4_2.0_139.0_100.csv,246,100,0.0026292,0.0004453,0.00329025,0.0004575,0.0326167,0.0093723
sphere2D_35.5_-46.5_9.0_1560.csv,3805,1560,0.1215852,0.2284674,0.139632,0.23029285,0.2351776,0.2429519
sphere2D_39.2_-20.8_38.0_852.csv,2079,852,0.0425892,0.0202492,0.0511309,0.0203922,0.1012593,0.0304484
sphere2D_39.6_22.1_12.0_505.csv,1232,505,0.0178442,0.0102642,0.0220856,0.01059685,0.0756895,0.0207004
sphere2D_4.3_6.7_51.0_1105.csv,2697,1105,0.0577955,0.0301956,0.06670125,0.0304453,0.1160408,0.0399959
sphere2D_4.4_-45.8_77.0_1306.csv,3186,1306,0.0691344,0.0458152,0.0758633,0.0461291,0.1230828,0.0555804
sphere2D_4.7_-37.5_49.0_1219.csv,2975,1219,0.0715011,0.0454719,0.08314835,0.0482896,0.1370705,0.0581348
sphere2D_42.8_-36.1_125.0_2236.csv,5456,2236,0.1711592,0.1095229,0.1901106,0.11027495,0.2562685,0.1194671
sphere2D_44.4_42.9_96.0_521.csv,1272,521,0.0193917,0.0088277,0.0244151,0.0089387,0.0842418,0.019095
sphere2D_45.4_12.6_22.0_997.csv,2432,997,0.0562586,0.0334441,0.0661012,0.03374455,0.1146245,0.0457757
sphere2D_46.3_23.0_77.0_1161.csv,2834,1161,0.0619241,0.0387161,0.0715306,0.03903035,0.125367,0.0482022
sphere2D_47.5_42.7_57.0_306.csv,748,306,0.0116103,0.0041803,0.0126095,0.0043173,0.0458471,0.0152089
sphere2D_48.1_-31.1_179.0_1277.csv,3116,1277,0.0679722,0.0359686,0.0743829,0.0362421,0.1310026,0.0447869
sphere2D_49.9_1.1_159.0_1264.csv,3084,1264,0.058123,0.0367597,0.0661677,0.0370728,0.1279716,0.0473345
sphere2D_55.3_-33.4_36.0_1651.csv,4029,1651,0.1160745,0.0953844,0.13187885,0.09589475,0.2214694,0.1076423
sphere2D_57.6_-6.9_161.0_450.csv,1099,450,0.0155691,0.0056109,0.01682805,0.0056737,0.0667391,0.0166274
sphere2D_57.8_9.1_174.0_446.csv,1089,446,0.0129319,0.0054631,0.0138513,0.0055318,0.0405511,0.0170116
sphere2D_59.4_9.1_46.0_1043.csv,2544,1043,0.0596291,0.0354729,0.0697783,0.0357687,0.1227473,0.0452153
sphere2D_6.0_-2.6_112.0_248.csv,605,248,0.0066009,0.0020839,0.0071606,0.0021281,0.0397697,0.0137052
sphere2D_6.5_49.2_21.0_1173.csv,2862,1173,0.0763231,0.0573544,0.08542695,0.0576956,0.1437625,0.0667073
sphere2D_6.7_9.5_87.0_725.csv,1769,725,0.0254555,0.0134538,0.0309296,0.01359805,0.0893956,0.0241037
sphere2D_7.7_33.2_132.0_2031.csv,4954,2031,0.1756681,0.1298924,0.1931511,0.1306738,0.2617393,0.1399659
sphere2D_8.4_-34.6_24.0_1150.csv,2807,1150,0.0655736,0.0428199,0.0732628,0.0431423,0.1318589,0.0532837
