nomes,npts,nout,minlm,mincga,medlm,medcga,maxlm,maxcga
sphere3D_-0.9_-45.7_-24.4_153.0_234.csv,2343,234,0.0392401,0.0401369,0.04912495,0.0413429,0.1020825,0.0838275
sphere3D_-11.5_1.5_58.1_59.0_181.csv,1819,181,0.0290083,0.013722,0.03613595,0.0141677,0.0745043,0.062829
sphere3D_-11.9_13.9_-21.8_109.0_361.csv,3615,361,0.0752075,0.0534229,0.0897909,0.055295,0.1298615,0.0991491
sphere3D_-14.4_-5.9_-12.8_85.0_99.csv,996,99,0.0131006,0.0031719,0.0175734,0.0033554,0.0571029,0.0595674
sphere3D_-15.0_34.3_-28.4_160.0_593.csv,5930,593,0.1703601,0.1604205,0.1902692,0.1628059,0.2296736,0.1680253
sphere3D_-15.8_-8.9_-26.4_180.0_589.csv,5897,589,0.1634768,0.2068666,0.17752565,0.211118,0.2193196,0.2193086
sphere3D_-16.1_12.8_-11.0_155.0_186.csv,1863,186,0.021811,0.0101403,0.0255721,0.0104949,0.0687889,0.0525394
sphere3D_-18.1_-47.6_-47.2_76.0_314.csv,3149,314,0.0761422,0.0549669,0.0918136,0.0559159,0.135485,0.0978345
sphere3D_-18.2_-53.5_-51.9_129.0_189.csv,1895,189,0.0373043,0.0281618,0.0470024,0.02916735,0.089321,0.0706711
sphere3D_-2.1_-43.8_26.5_69.0_264.csv,2641,264,0.0486772,0.0353313,0.0596751,0.0363089,0.1135595,0.0864437
sphere3D_-2.1_43.1_14.5_187.0_334.csv,3344,334,0.0686696,0.0792363,0.0819537,0.080799,0.1246734,0.121497
sphere3D_-20.6_-45.1_-40.3_16.0_197.csv,1975,197,0.0227735,0.0526726,0.0269977,0.0546175,0.0702084,0.0986124
sphere3D_-20.8_-34.1_-26.4_197.0_249.csv,2494,249,0.0432026,0.0420284,0.0538888,0.0438443,0.1175343,0.0948796
sphere3D_-21.0_26.1_42.7_71.0_354.csv,3542,354,0.0752036,0.0633999,0.0887047,0.0653209,0.1368368,0.1032135
sphere3D_-21.4_35.5_20.7_200.0_462.csv,4625,462,0.1195523,0.0899613,0.1373402,0.09202775,0.1763169,0.0972023
sphere3D_-21.5_35.2_46.9_89.0_260.csv,2603,260,0.0465279,0.0309348,0.0574937,0.0324197,0.116309,0.0730874
sphere3D_-21.7_-37.3_27.4_22.0_51.csv,518,51,0.0074154,0.0023104,0.0082505,0.00247155,0.0377606,0.0626885
sphere3D_-24.2_-57.3_-46.2_29.0_165.csv,1657,165,0.0250317,0.0227987,0.0319524,0.02344905,0.0752741,0.0649279
sphere3D_-24.3_-11.7_2.5_12.0_570.csv,5701,570,0.2005064,0.1441384,0.2235946,0.1457744,0.2676183,0.1532223
sphere3D_-26.4_-29.4_20.9_168.0_154.csv,1544,154,0.0285378,0.0117659,0.03312975,0.0121541,0.0824109,0.0560548
sphere3D_-28.2_8.4_29.8_31.0_510.csv,5104,510,0.1708841,0.1153471,0.1876018,0.1170182,0.2333788,0.1191841
sphere3D_-28.3_42.2_58.2_97.0_394.csv,3943,394,0.0887993,0.1691389,0.1027713,0.1707597,0.1466928,0.2271661
sphere3D_-28.4_11.8_41.3_61.0_415.csv,4153,415,0.1229996,0.0769941,0.13805955,0.0786347,0.1806781,0.1224763
sphere3D_-28.6_50.3_8.6_90.0_362.csv,3625,362,0.0813756,0.0512463,0.0921507,0.05249755,0.1352287,0.0925259
sphere3D_-28.7_17.2_-28.7_68.0_588.csv,5888,588,0.1758483,0.1254499,0.193717,0.12740715,0.2383229,0.1357217
sphere3D_-29.7_27.9_-33.5_59.0_404.csv,4042,404,0.0941498,0.0606823,0.1093387,0.0619529,0.1503405,0.109807
sphere3D_-29.8_6.4_28.0_64.0_405.csv,4054,405,0.1175207,0.0922044,0.134779,0.0938345,0.1794131,0.132669
sphere3D_-3.1_-16.3_-35.2_123.0_344.csv,3448,344,0.0697656,0.0700183,0.08348765,0.0711067,0.1305345,0.107787
sphere3D_-3.2_37.7_9.2_31.0_575.csv,5758,575,0.2086143,0.1521802,0.22462025,0.1540932,0.2747264,0.2023367
sphere3D_-30.4_-17.6_-16.9_89.0_357.csv,3579,357,0.074438,0.0588638,0.08843255,0.06088395,0.1298358,0.0997133
sphere3D_-31.3_-34.0_-23.0_106.0_457.csv,4572,457,0.1118618,0.131006,0.12545385,0.133819,0.1656311,0.1717012
sphere3D_-31.5_-57.7_52.0_31.0_277.csv,2770,277,0.0646011,0.0487117,0.07851835,0.0503255,0.144093,0.0932722
sphere3D_-33.8_-48.3_-52.2_199.0_496.csv,4960,496,0.1304681,0.2318335,0.14837915,0.2373431,0.1870637,0.2825264
sphere3D_-33.8_28.7_-57.9_154.0_162.csv,1622,162,0.024367,0.0105437,0.03110725,0.0110267,0.0799263,0.0664418
sphere3D_-34.1_-39.3_43.2_93.0_338.csv,3384,338,0.0704193,0.0416258,0.0829787,0.0424657,0.1359003,0.0862157
sphere3D_-36.0_-9.2_45.7_162.0_435.csv,4359,435,0.107093,0.0914724,0.1133196,0.0929658,0.168448,0.1454044
sphere3D_-37.3_-20.7_-22.6_167.0_261.csv,2611,261,0.0457335,0.0328474,0.0563691,0.03379215,0.1225325,0.0837958
sphere3D_-37.6_-33.6_-3.3_190.0_344.csv,3445,344,0.0717754,0.042207,0.0857803,0.0435189,0.1426658,0.085772
sphere3D_-38.2_12.4_56.1_191.0_590.csv,5904,590,0.1773517,0.1798359,0.1979357,0.1820645,0.2345106,0.1877677
sphere3D_-39.9_26.6_54.8_197.0_434.csv,4340,434,0.1046892,0.2776706,0.1207845,0.2815718,0.1609933,0.3347951
sphere3D_-4.5_17.8_45.6_15.0_380.csv,3809,380,0.0661768,0.069185,0.0741599,0.0702742,0.119236,0.1096922
sphere3D_-41.8_-5.3_26.9_27.0_418.csv,4184,418,0.1195248,0.1978197,0.1409369,0.2007007,0.2076887,0.2428089
sphere3D_-44.3_-55.6_-48.7_179.0_255.csv,2555,255,0.044678,0.0235536,0.0554964,0.02413665,0.125489,0.0722371
sphere3D_-44.6_-4.3_29.4_40.0_559.csv,5597,559,0.1932618,0.221945,0.21396615,0.2246223,0.2455607,0.2671569
sphere3D_-44.7_-39.4_-44.3_36.0_413.csv,4132,413,0.1007303,0.193118,0.1165294,0.1961186,0.163214,0.238108
sphere3D_-48.4_29.1_25.9_66.0_478.csv,4783,478,0.1488429,0.1140332,0.17090915,0.11513795,0.2132364,0.118699
sphere3D_-49.0_-16.4_-47.5_165.0_393.csv,3935,393,0.08975,0.1807301,0.1037769,0.1836707,0.1367508,0.2205925
sphere3D_-51.3_46.0_26.5_105.0_518.csv,5185,518,0.177452,0.2560649,0.20148255,0.2595521,0.2426304,0.297617
sphere3D_-55.6_-15.9_41.0_26.0_65.csv,655,65,0.0078578,0.0034391,0.010962,0.0035938,0.0683801,0.053126
sphere3D_-57.0_6.3_26.2_186.0_144.csv,1445,144,0.0207215,0.0098557,0.0270937,0.01019945,0.0804339,0.0610744
sphere3D_-59.2_33.9_0.0_74.0_291.csv,2918,291,0.0708707,0.040062,0.0859209,0.0409807,0.1522756,0.0940916
sphere3D_-59.7_43.6_-44.6_134.0_593.csv,5932,593,0.1802148,0.1305083,0.20044125,0.13156895,0.242967,0.1331868
sphere3D_-60.0_-33.6_31.8_99.0_24.csv,244,24,0.0028552,0.0005353,0.0037464,0.0006246,0.0333631,0.0509559
sphere3D_-7.8_-14.5_-1.3_163.0_160.csv,1601,160,0.0237771,0.0099293,0.0305137,0.01024005,0.0902428,0.0539945
sphere3D_1.2_47.5_-57.2_111.0_80.csv,807,80,0.0100027,0.0030056,0.0136785,0.00319495,0.0721764,0.058719
sphere3D_10.3_-24.4_24.7_123.0_78.csv,784,78,0.0075163,0.0023826,0.0101184,0.0025193,0.0724209,0.0600185
sphere3D_10.8_-59.4_-21.6_42.0_44.csv,442,44,0.0050605,0.0015556,0.0059054,0.0016967,0.0561874,0.0436839
sphere3D_10.9_-56.9_-22.3_120.0_140.csv,1402,140,0.0200825,0.0077628,0.022564,0.0080551,0.0845657,0.0526983
sphere3D_11.8_52.0_57.1_188.0_129.csv,1293,129,0.0139425,0.0066954,0.01598405,0.0069537,0.0750636,0.0533544
sphere3D_11.9_53.9_-14.3_67.0_41.csv,419,41,0.0048023,0.0011418,0.005459,0.00125055,0.0552846,0.0452638
sphere3D_12.7_18.8_22.1_191.0_164.csv,1641,164,0.0254551,0.0324034,0.0294019,0.03380125,0.0983188,0.0758983
sphere3D_13.4_29.3_-44.4_6.0_154.csv,1544,154,0.0214639,0.0170017,0.0243444,0.0178256,0.0846206,0.060135
sphere3D_13.6_0.7_-54.3_108.0_310.csv,3103,310,0.0581846,0.0531074,0.070538,0.05398005,0.1324067,0.0923895
sphere3D_15.2_-8.7_-21.1_32.0_251.csv,2514,251,0.042806,0.0230435,0.0534748,0.02353165,0.127113,0.061928
sphere3D_17.0_-23.3_-17.2_21.0_370.csv,3701,370,0.0802176,0.0608247,0.0943728,0.0629204,0.1427476,0.1017066
sphere3D_18.7_26.1_56.1_125.0_363.csv,3630,363,0.0789088,0.0845804,0.0930537,0.0858167,0.1505515,0.124805
sphere3D_21.6_27.6_2.9_158.0_295.csv,2952,295,0.0572238,0.0705268,0.069462,0.0719032,0.1368754,0.1174298
sphere3D_21.8_48.6_-0.1_154.0_208.csv,2087,208,0.0350852,0.0638575,0.0411399,0.0659672,0.0981291,0.101639
sphere3D_24.8_-21.6_18.1_70.0_429.csv,4293,429,0.1076002,0.0799456,0.1226338,0.0817777,0.1812324,0.090223
sphere3D_25.5_57.4_-34.8_76.0_508.csv,5085,508,0.1324022,0.2460024,0.1440412,0.2491296,0.1853282,0.2979684
sphere3D_26.7_-42.7_15.8_27.0_180.csv,1809,180,0.0356238,0.0161033,0.0441705,0.0166295,0.1077991,0.0599066
sphere3D_27.3_57.8_50.1_15.0_48.csv,482,48,0.0033674,0.0021841,0.0038216,0.0023389,0.0586126,0.0647745
sphere3D_31.5_-55.1_23.6_192.0_162.csv,1623,162,0.0246682,0.0104338,0.0297966,0.0107962,0.0931877,0.0600111
sphere3D_32.3_22.1_-25.4_111.0_60.csv,600,60,0.0069987,0.0018877,0.00983925,0.0020283,0.0744455,0.0646886
sphere3D_34.4_48.2_-57.5_171.0_171.csv,1712,171,0.0255342,0.0109439,0.032912,0.0113397,0.0923277,0.0593043
sphere3D_36.2_45.4_36.7_133.0_89.csv,891,89,0.0115464,0.0037297,0.0155251,0.0039154,0.0741366,0.0612293
sphere3D_37.6_3.2_-3.4_19.0_484.csv,4846,484,0.1482588,0.1587767,0.17132725,0.1605822,0.2179158,0.1698068
sphere3D_4.3_53.3_-53.0_72.0_515.csv,5158,515,0.1697247,0.119141,0.19282195,0.1204767,0.2451039,0.1322213
sphere3D_40.5_-43.5_-0.4_75.0_596.csv,5963,596,0.1803801,0.1454191,0.19677135,0.1464457,0.2440965,0.1484358
sphere3D_44.0_-28.7_-12.2_149.0_359.csv,3597,359,0.075969,0.0544132,0.0896927,0.0559946,0.1532247,0.099067
sphere3D_44.2_-16.4_2.0_147.0_81.csv,818,81,0.0101778,0.0036615,0.01384645,0.0038653,0.0829476,0.0553107
sphere3D_47.9_22.3_-9.3_52.0_486.csv,4868,486,0.1498883,0.140428,0.17269285,0.14204105,0.2196681,0.1831953
sphere3D_49.0_56.1_35.0_45.0_38.csv,382,38,0.0054628,0.0013704,0.006246,0.00148595,0.0423976,0.0444164
sphere3D_49.4_59.3_-5.9_158.0_232.csv,2328,232,0.0387219,0.0438967,0.04891885,0.0458327,0.1556363,0.0918752
sphere3D_49.5_26.0_20.8_165.0_479.csv,4795,479,0.12864,0.3015319,0.1477668,0.3063364,0.199091,0.3482208
sphere3D_49.8_-9.7_23.7_27.0_385.csv,3856,385,0.1127506,0.06689,0.13021865,0.0683063,0.1847834,0.1096523
sphere3D_5.1_-59.8_-17.8_124.0_47.csv,479,47,0.0055,0.001403,0.0063602,0.00151355,0.0593931,0.0671038
sphere3D_5.3_3.4_46.5_160.0_105.csv,1055,105,0.0143954,0.0051893,0.0190239,0.00543025,0.0895608,0.0619966
sphere3D_5.5_-52.3_1.0_27.0_563.csv,5637,563,0.1990237,0.1408231,0.2231254,0.1422888,0.2856479,0.1482988
sphere3D_50.0_20.1_12.1_191.0_114.csv,1149,114,0.0156427,0.006676,0.0208503,0.0070328,0.0887514,0.0654208
sphere3D_52.4_25.0_31.4_37.0_180.csv,1807,180,0.0291635,0.0237758,0.0356203,0.0245353,0.1007737,0.067663
sphere3D_55.8_-42.4_58.0_187.0_305.csv,3058,305,0.0773439,0.0547998,0.09236825,0.055821,0.1574694,0.0974674
sphere3D_56.5_-52.8_-17.3_62.0_214.csv,2148,214,0.0454176,0.0308388,0.0554859,0.0317116,0.1161951,0.0815647
sphere3D_57.7_9.4_-57.3_59.0_289.csv,2897,289,0.066379,0.0387598,0.08114675,0.03938335,0.1455469,0.0816266
sphere3D_57.9_-39.9_30.2_103.0_246.csv,2468,246,0.0440854,0.0239383,0.0544656,0.0243139,0.1402823,0.0621927
sphere3D_58.0_41.6_55.1_64.0_276.csv,2764,276,0.0509524,0.0609794,0.0622897,0.06217655,0.149597,0.1149607
sphere3D_58.1_56.4_47.9_178.0_313.csv,3133,313,0.0629162,0.1187991,0.07562985,0.1229364,0.1426396,0.1639533
sphere3D_58.3_54.0_47.9_185.0_468.csv,4688,468,0.1196092,0.1646223,0.1370111,0.166922,0.1879356,0.2066744
sphere3D_9.0_15.4_2.3_63.0_578.csv,5784,578,0.1672629,0.1352582,0.1882492,0.136568,0.2401416,0.138744
sphere3D_9.1_54.2_-17.4_148.0_236.csv,2362,236,0.0390617,0.0210712,0.04965135,0.0214733,0.1314965,0.0596634
