1,2,3,4,5,6
sphere2D_-0.3_-35.5_150.0_412.csv,1006,412,0.0048681,0.0049413,0.0235079
sphere2D_-1.2_8.9_21.0_521.csv,1273,521,0.008744,0.00895455,0.0332083
sphere2D_-12.3_-46.7_124.0_1546.csv,3772,1546,0.0642872,0.06512275,0.0820843
sphere2D_-12.8_5.6_88.0_743.csv,1813,743,0.0165233,0.0167549,0.0372867
sphere2D_-13.3_-28.5_67.0_203.csv,496,203,0.0018251,0.0019022,0.0197499
sphere2D_-13.4_-25.5_38.0_2244.csv,5474,2244,0.132034,0.1327648,0.1448478
sphere2D_-13.6_-0.3_170.0_1334.csv,3256,1334,0.0380874,0.0385624,0.0520677
sphere2D_-14.4_10.9_104.0_2051.csv,5004,2051,0.1208592,0.1226143,0.1605456
sphere2D_-14.9_45.4_196.0_2207.csv,5384,2207,0.119601,0.121075,0.1639003
sphere2D_-16.0_-7.2_111.0_1839.csv,4487,1839,0.0900022,0.0907374,0.1102292
sphere2D_-16.1_51.1_104.0_1077.csv,2627,1077,0.0330844,0.03333505,0.0473861
sphere2D_-17.6_-22.4_92.0_1135.csv,2770,1135,0.029891,0.0301284,0.043071
sphere2D_-17.7_-36.5_83.0_1144.csv,2792,1144,0.033862,0.034111,0.0470011
sphere2D_-2.2_37.0_55.0_271.csv,662,271,0.0024774,0.00253475,0.0167998
sphere2D_-22.2_-39.6_133.0_174.csv,425,174,0.0014921,0.00155395,0.0224342
sphere2D_-23.2_33.3_101.0_1134.csv,2766,1134,0.0340692,0.03474555,0.0611355
sphere2D_-23.3_-14.4_190.0_2063.csv,5034,2063,0.1105017,0.1114865,0.1273307
sphere2D_-26.3_51.7_130.0_1754.csv,4280,1754,0.0824285,0.08361855,0.0964673
sphere2D_-27.1_43.1_149.0_1168.csv,2850,1168,0.034939,0.03512535,0.0514151
sphere2D_-27.2_-16.4_86.0_203.csv,496,203,0.0018087,0.0018692,0.0180355
sphere2D_-27.4_5.9_190.0_1177.csv,2871,1177,0.0380685,0.0384812,0.0499794
sphere2D_-27.8_30.4_191.0_295.csv,720,295,0.0027732,0.0028429,0.0334308
sphere2D_-29.3_-41.1_183.0_1305.csv,3185,1305,0.0468382,0.0474448,0.064598
sphere2D_-3.0_54.8_51.0_1804.csv,4401,1804,0.0859025,0.08648705,0.0989093
sphere2D_-3.6_23.1_117.0_1093.csv,2667,1093,0.0307273,0.0313536,0.0757583
sphere2D_-3.9_-41.5_68.0_305.csv,745,305,0.0035614,0.0036358,0.0214035
sphere2D_-30.0_27.8_75.0_1062.csv,2591,1062,0.031505,0.0319464,0.0452685
sphere2D_-30.1_-34.5_53.0_2109.csv,5144,2109,0.131564,0.1327541,0.1451771
sphere2D_-31.8_-55.8_95.0_817.csv,1994,817,0.0178416,0.0180758,0.0306945
sphere2D_-32.1_3.2_133.0_707.csv,1725,707,0.0139677,0.0141483,0.0287911
sphere2D_-33.4_15.5_39.0_51.csv,126,51,0.0003906,0.0004134,0.0186397
sphere2D_-33.6_-32.4_96.0_444.csv,1084,444,0.006176,0.006266,0.02681
sphere2D_-33.9_-3.4_123.0_1045.csv,2551,1045,0.028822,0.0292623,0.04668
sphere2D_-34.2_-28.9_48.0_1245.csv,3037,1245,0.0393298,0.0397726,0.0729011
sphere2D_-34.4_42.6_82.0_1406.csv,3430,1406,0.0586361,0.0596416,0.085353
sphere2D_-35.3_-28.1_29.0_2118.csv,5168,2118,0.1346339,0.1363516,0.1667338
sphere2D_-35.9_19.0_129.0_1976.csv,4821,1976,0.1009975,0.1018258,0.1159874
sphere2D_-35.9_40.6_124.0_1171.csv,2857,1171,0.0389299,0.03934565,0.0558305
sphere2D_-37.1_53.7_38.0_272.csv,664,272,0.0030553,0.0031349,0.0184023
sphere2D_-37.7_41.7_176.0_1315.csv,3208,1315,0.0468906,0.0473982,0.0599578
