1,2,3,4,5,6
sphere3D_-10.2_-31.1_32.5_113.0_285.csv,1360,285,0.0219689,0.0262611,0.0628081
sphere3D_-10.3_4.0_-18.7_17.0_649.csv,3092,649,0.0554342,0.0641893,0.1081412
sphere3D_-10.4_20.5_2.5_176.0_1078.csv,5136,1078,0.1586571,0.1686017,0.2133176
sphere3D_-11.2_-11.2_-50.8_141.0_757.csv,3607,757,0.0848242,0.1003544,0.1404133
sphere3D_-11.2_41.0_27.2_22.0_326.csv,1557,326,0.0263434,0.0328469,0.0718657
sphere3D_-11.3_12.2_-6.6_82.0_645.csv,3073,645,0.0543413,0.06307155,0.1115112
sphere3D_-16.8_11.5_-5.2_40.0_1110.csv,5287,1110,0.203036,0.2248067,0.2606919
sphere3D_-17.1_-30.6_-6.4_115.0_670.csv,3191,670,0.0574228,0.0686125,0.1146744
sphere3D_-2.8_12.4_6.2_153.0_914.csv,4353,914,0.0986791,0.1127093,0.1546369
sphere3D_-2.8_34.9_-15.8_28.0_212.csv,1011,212,0.0179627,0.0239756,0.0633899
sphere3D_-2.9_-10.7_19.5_37.0_1090.csv,5194,1090,0.1668142,0.18343125,0.2281055
sphere3D_-20.8_-48.1_-23.8_54.0_432.csv,2061,432,0.0378885,0.04283895,0.0838546
sphere3D_-23.1_-4.2_-51.5_5.0_1079.csv,5142,1079,0.1642536,0.17824755,0.218414
sphere3D_-24.6_56.4_33.4_106.0_53.csv,254,53,0.0026806,0.0036298,0.0229852
sphere3D_-24.7_58.0_46.1_38.0_265.csv,1265,265,0.0199374,0.02420585,0.0658115
sphere3D_-27.8_-24.1_18.1_196.0_581.csv,2770,581,0.0469248,0.0566576,0.1045046
sphere3D_-28.3_53.7_44.0_106.0_322.csv,1535,322,0.0255785,0.0311989,0.0731475
sphere3D_-30.2_27.2_39.0_81.0_223.csv,1064,223,0.0159042,0.0206199,0.0605747
sphere3D_-33.8_-7.5_-8.3_40.0_1096.csv,5220,1096,0.1653049,0.1850711,0.2261775
sphere3D_-34.4_17.1_-28.5_187.0_440.csv,2099,440,0.0319077,0.03845,0.0765318
sphere3D_-35.1_42.2_-11.1_9.0_1131.csv,5387,1131,0.1910459,0.2098793,0.2525443
sphere3D_-36.5_-13.4_-52.8_161.0_189.csv,903,189,0.0103847,0.0141415,0.0630416
sphere3D_-37.9_-22.5_-55.3_82.0_1184.csv,5640,1184,0.1945532,0.2207729,0.2589868
sphere3D_-41.7_-10.3_-42.7_122.0_184.csv,879,184,0.0102043,0.0137801,0.0579425
sphere3D_-41.7_8.7_25.4_32.0_1067.csv,5083,1067,0.1536861,0.1791256,0.2438592
sphere3D_-43.7_25.4_-44.7_98.0_616.csv,2938,616,0.0522745,0.06261265,0.1309082
sphere3D_-44.6_40.1_8.5_138.0_380.csv,1810,380,0.0330144,0.04125675,0.0852163
sphere3D_-45.0_-0.1_26.8_181.0_262.csv,1252,262,0.0162325,0.0209095,0.0654428
sphere3D_-46.8_-53.8_29.9_42.0_94.csv,450,94,0.0059214,0.0066272,0.030658
sphere3D_-47.5_27.6_-45.5_99.0_136.csv,648,136,0.0069626,0.00971295,0.0409205
sphere3D_-47.6_45.3_-4.4_12.0_716.csv,3413,716,0.0685471,0.0785138,0.1334632
sphere3D_-47.9_-33.1_-56.8_138.0_596.csv,2842,596,0.0591248,0.0732368,0.1277673
sphere3D_-49.1_14.6_-50.0_55.0_91.csv,436,91,0.0057072,0.0064121,0.0480171
sphere3D_-49.2_-41.2_9.1_66.0_719.csv,3428,719,0.0947432,0.1165571,0.1610102
sphere3D_-5.7_-57.9_-30.3_169.0_912.csv,4347,912,0.0947771,0.10884735,0.1485358
sphere3D_-50.2_53.1_-21.2_140.0_132.csv,632,132,0.0067262,0.0077101,0.0339857
sphere3D_-50.9_-58.4_28.9_23.0_1007.csv,4796,1007,0.1673484,0.1877896,0.228187
sphere3D_-51.8_-59.0_41.4_35.0_1206.csv,5747,1206,0.2253809,0.2481776,0.2897238
sphere3D_-53.0_-12.6_-26.3_86.0_638.csv,3039,638,0.0677607,0.0815681,0.1357982
sphere3D_-53.8_-59.8_28.1_162.0_549.csv,2619,549,0.0526257,0.06524185,0.1341636
sphere3D_-54.5_-29.7_5.4_48.0_533.csv,2542,533,0.0619309,0.0710068,0.1163038
sphere3D_-54.7_14.6_9.6_56.0_934.csv,4450,934,0.1246369,0.1433473,0.1850184
sphere3D_-55.9_2.9_34.6_122.0_408.csv,1946,408,0.0287968,0.0340798,0.0805815
sphere3D_-56.9_-38.5_-14.5_114.0_788.csv,3754,788,0.0911263,0.1074268,0.1629803
sphere3D_-58.5_47.4_-56.5_183.0_449.csv,2142,449,0.0408134,0.0479016,0.0878496
sphere3D_-58.5_56.3_-14.5_185.0_801.csv,3815,801,0.0999954,0.1162388,0.1650078
sphere3D_-58.5_8.0_-5.9_143.0_1175.csv,5597,1175,0.1867055,0.2112382,0.2454181
sphere3D_-6.1_-43.3_46.0_21.0_941.csv,4482,941,0.1836994,0.2183701,0.2778245
sphere3D_-8.0_1.9_-21.5_167.0_1099.csv,5234,1099,0.1268402,0.1431062,0.1832532
sphere3D_-9.4_-55.4_17.0_104.0_1135.csv,5405,1135,0.173013,0.1949973,0.2474416
sphere3D_0.3_-28.7_39.0_101.0_981.csv,4672,981,0.139221,0.1636284,0.2200375
sphere3D_1.2_14.1_12.5_11.0_404.csv,1925,404,0.028231,0.0339097,0.084718
sphere3D_10.6_2.7_-0.8_108.0_728.csv,3470,728,0.0836004,0.09898525,0.1777558
sphere3D_13.9_-4.9_54.0_7.0_1032.csv,4916,1032,0.1709603,0.19191835,0.2521271
sphere3D_14.0_45.3_-45.4_161.0_19.csv,95,19,0.0013345,0.0017638,0.0310935
sphere3D_14.7_17.5_-24.2_34.0_351.csv,1676,351,0.0342883,0.04306405,0.0951014
sphere3D_15.0_9.0_-52.3_45.0_580.csv,2763,580,0.0672195,0.0823456,0.1538849
sphere3D_17.4_-26.6_51.8_191.0_915.csv,4358,915,0.1259252,0.14314775,0.2061793
sphere3D_17.6_0.3_-34.2_141.0_163.csv,780,163,0.0087288,0.0119405,0.0955869
sphere3D_2.1_46.0_37.4_12.0_151.csv,722,151,0.0071984,0.0095871,0.0603674
sphere3D_2.3_-5.9_3.8_190.0_1068.csv,5087,1068,0.1291268,0.14365485,0.1982648
sphere3D_2.3_57.6_26.4_60.0_362.csv,1725,362,0.0363397,0.04607695,0.1051634
sphere3D_21.1_-9.7_24.6_66.0_1126.csv,5363,1126,0.1815074,0.20708765,0.2516589
sphere3D_23.6_36.0_53.4_55.0_598.csv,2848,598,0.0731193,0.09121785,0.166011
sphere3D_27.0_-12.7_12.4_150.0_625.csv,2979,625,0.0537564,0.06405545,0.1260541
sphere3D_28.9_-20.6_47.3_111.0_529.csv,2520,529,0.0537607,0.0642884,0.1203121
sphere3D_29.6_17.2_-27.8_171.0_934.csv,4448,934,0.097537,0.1132487,0.1658938
