1,2,3,4,5,6
sphere2D_-10.6_-77.2_5.0_198.csv,663,198,0.007644,0.00778055,0.0137083
sphere2D_-12.1_-45.1_48.0_271.csv,905,271,0.0074321,0.00782815,0.0172648
sphere2D_-15.6_32.5_46.0_542.csv,1807,542,0.0274703,0.02816155,0.0366474
sphere2D_-18.1_75.3_48.0_313.csv,1044,313,0.0121183,0.01255005,0.0195441
sphere2D_-21.1_-34.6_44.0_455.csv,1518,455,0.0212664,0.0218247,0.0302263
sphere2D_-23.4_-70.9_29.0_779.csv,2599,779,0.07976,0.08051285,0.0885312
sphere2D_-23.8_-34.8_82.0_118.csv,396,118,0.0020373,0.002067,0.0084181
sphere2D_-24.5_99.5_28.0_66.csv,223,66,0.0005976,0.0006116,0.0046587
sphere2D_-26.3_68.4_81.0_240.csv,802,240,0.0059633,0.00601935,0.0118505
sphere2D_-31.5_-22.3_50.0_235.csv,786,235,0.0065888,0.0066446,0.011706
sphere2D_-31.6_29.2_133.0_141.csv,472,141,0.0023975,0.002432,0.008018
sphere2D_-33.7_-32.4_34.0_393.csv,1313,393,0.0164018,0.0169202,0.0259418
sphere2D_-35.6_23.4_101.0_582.csv,1940,582,0.0350633,0.0352869,0.0415657
sphere2D_-36.2_-96.2_91.0_876.csv,2922,876,0.0703829,0.0716943,0.0840619
sphere2D_-38.8_22.0_71.0_47.csv,159,47,0.0003134,0.0003245,0.0055092
sphere2D_-4.4_-19.8_141.0_745.csv,2485,745,0.0553249,0.0561814,0.0642243
sphere2D_-40.0_-91.7_15.0_450.csv,1503,450,0.0367298,0.0376187,0.0442797
sphere2D_-40.9_-40.9_81.0_544.csv,1816,544,0.0276216,0.028075,0.0343733
sphere2D_-41.3_-7.2_83.0_368.csv,1228,368,0.0134299,0.01368385,0.0235608
sphere2D_-42.4_56.0_25.0_202.csv,675,202,0.0063333,0.0063971,0.0119679
sphere2D_-46.0_26.9_135.0_470.csv,1569,470,0.0214221,0.02155985,0.0279251
sphere2D_-46.1_-97.6_86.0_278.csv,928,278,0.0091754,0.0092962,0.0189084
sphere2D_-46.4_7.8_57.0_629.csv,2098,629,0.0409641,0.0411469,0.0467598
sphere2D_-48.8_16.3_103.0_683.csv,2278,683,0.0430824,0.0436897,0.0520274
sphere2D_-5.5_-20.8_50.0_318.csv,1061,318,0.0104681,0.0106212,0.0209379
sphere2D_-51.0_39.5_82.0_537.csv,1793,537,0.0302637,0.0304743,0.0382438
sphere2D_-52.5_56.5_91.0_458.csv,1527,458,0.0219632,0.02214085,0.0288381
sphere2D_-55.8_58.6_55.0_386.csv,1287,386,0.0159709,0.01612365,0.0260233
sphere2D_-57.0_66.9_97.0_157.csv,526,157,0.00258,0.0026252,0.0089251
sphere2D_-57.9_0.3_10.0_208.csv,694,208,0.0113638,0.0114423,0.0165447
sphere2D_-6.5_-23.3_66.0_159.csv,531,159,0.0032225,0.00326735,0.0088146
sphere2D_-67.3_-28.5_137.0_66.csv,222,66,0.000532,0.0005464,0.0049336
sphere2D_-67.7_-32.5_8.0_250.csv,836,250,0.0098147,0.009909,0.0151007
sphere2D_-68.5_-26.4_148.0_351.csv,1170,351,0.0106453,0.0107414,0.0178852
sphere2D_-73.2_-84.6_80.0_455.csv,1518,455,0.0231527,0.0233926,0.029842
sphere2D_-74.7_-21.8_59.0_860.csv,2868,860,0.0839358,0.08431185,0.0888768
sphere2D_-79.7_-94.2_118.0_174.csv,581,174,0.0030325,0.0030683,0.0089911
sphere2D_-80.3_47.7_37.0_411.csv,1373,411,0.0230922,0.0232246,0.029896
sphere2D_-82.2_-89.8_20.0_678.csv,2260,678,0.0740203,0.0743009,0.0801038
sphere2D_-84.0_-86.9_83.0_124.csv,416,124,0.0020958,0.0021258,0.0092092
sphere2D_-85.6_38.3_25.0_266.csv,889,266,0.0101739,0.01026175,0.0150486
sphere2D_-86.0_40.2_54.0_187.csv,624,187,0.0042937,0.0043355,0.010871
sphere2D_-93.3_32.6_106.0_658.csv,2196,658,0.0416299,0.0418704,0.0486483
sphere2D_-93.6_-29.9_95.0_78.csv,262,78,0.0008349,0.0008557,0.0081754
sphere2D_1.6_78.4_134.0_90.csv,303,90,0.0010156,0.0010343,0.0061098
sphere2D_10.8_-17.6_27.0_702.csv,2340,702,0.0675,0.06773735,0.0735277
sphere2D_12.4_-96.3_123.0_9.csv,30,9,7.29e-5,9.255e-5,0.0096236
sphere2D_12.8_96.7_115.0_66.csv,222,66,0.000608,0.0006218,0.0053083
sphere2D_16.1_29.6_59.0_486.csv,1621,486,0.0257521,0.0260323,0.0373696
sphere2D_19.3_-81.5_6.0_372.csv,1241,372,0.0243768,0.0245982,0.0312707
sphere2D_20.1_64.0_25.0_210.csv,700,210,0.0062888,0.00636365,0.0129259
sphere2D_22.1_82.3_126.0_192.csv,643,192,0.0039416,0.0039868,0.01485
sphere2D_22.2_60.3_148.0_596.csv,1987,596,0.0354361,0.03605525,0.0421334
sphere2D_23.7_-32.0_36.0_744.csv,2482,744,0.0628453,0.0631862,0.0683161
sphere2D_24.0_52.2_27.0_345.csv,1151,345,0.0143227,0.01443195,0.022434
sphere2D_27.2_8.1_29.0_359.csv,1198,359,0.0137226,0.0138866,0.0239532
sphere2D_28.3_-34.5_19.0_333.csv,1111,333,0.0174732,0.01755145,0.0279804
sphere2D_3.7_34.1_39.0_635.csv,2117,635,0.0565671,0.0568241,0.0622932
sphere2D_30.4_96.4_110.0_721.csv,2405,721,0.0533357,0.05384935,0.0637037
sphere2D_31.8_80.5_30.0_18.csv,60,18,0.0001075,0.0001445,0.0095295
sphere2D_32.0_14.0_42.0_78.csv,262,78,0.0010195,0.0010396,0.0059405
sphere2D_35.5_42.4_65.0_592.csv,1974,592,0.0434582,0.0441817,0.0496682
sphere2D_36.2_34.6_16.0_313.csv,1044,313,0.015985,0.0160886,0.0229377
sphere2D_36.6_-16.5_92.0_840.csv,2803,840,0.0741411,0.0744825,0.0813068
sphere2D_36.8_33.5_61.0_278.csv,929,278,0.0080197,0.008097,0.0142259
sphere2D_37.5_-37.1_59.0_721.csv,2404,721,0.0621651,0.06237745,0.0695043
sphere2D_4.1_-25.1_132.0_171.csv,573,171,0.0029741,0.0030133,0.0098755
sphere2D_4.6_22.4_72.0_461.csv,1539,461,0.0226173,0.0227495,0.0293135
