1,2,3,4,5,6,7,8,9,10
sphere2D_-0.4_92.1_6.0_0.csv,694,"[-0.5156932661098487, 92.08833255277402, 6.245690090597397]",110035.53941872822,560.9553043424605,4811.4508764861575,116.62205374146161,0.0001387,0.0001683,0.0627694
sphere2D_-1.0_92.1_97.0_0.csv,438,"[-1.010967976340719, 91.80277332751403, 97.21732880404029]",1.910240660787137e7,384.19826674425747,9.67179552573776e6,401.6233227454323,9.0e-5,0.00011,0.000192
sphere2D_-1.2_63.9_144.0_0.csv,59,"[-1.2012059376258508, 64.12066417053653, 144.08135849410817]",4.7352658943729e6,48.15319786488243,179433.86506550547,2.859158349243571,2.09e-5,2.49e-5,7.71e-5
sphere2D_-11.3_-64.3_8.0_0.csv,204,"[-11.302661540997864, -64.19695964961672, 8.072123650423375]",41926.78018228504,143.40711959372507,2631.523755950793,25.618673377617196,4.93e-5,5.58e-5,0.0001116
sphere2D_-11.7_-32.3_135.0_0.csv,876,"[-11.750410904672423, -32.30805346284239, 135.09059986775557]",6.407520406810303e7,704.3501270522306,2.093240909284891e6,36.916096062921426,0.0001725,0.0002131,0.0648465
sphere2D_-12.1_81.8_148.0_0.csv,925,"[-12.062058680279051, 81.79974071739616, 148.01903147541032]",8.44244995515644e7,748.7496907577322,3.798005699819402e6,60.023894504703996,0.0001834,0.0002303,0.0691446
sphere2D_-12.9_-4.1_42.0_0.csv,89,"[-12.952512731399203, -4.359214875502954, 42.072976633929834]",540371.12130188,63.479810704712264,60363.387719833234,10.378197329506724,2.66e-5,3.1e-5,9.09e-5
sphere2D_-13.2_12.1_137.0_0.csv,899,"[-13.196089093953317, 12.04089197891586, 136.98894891300554]",6.4840438642002836e7,696.3879426078579,1.9423539478915087e6,32.88370146603119,0.0001779,0.00022455,0.069919
sphere2D_-14.1_-35.8_123.0_0.csv,623,"[-14.067996872763652, -35.7863364879278, 122.95388526380636]",3.8084701089710236e7,502.7517036720666,1.4388331596609224e6,31.24577435353826,0.0001254,0.0001554,0.0809916
sphere2D_-16.2_-60.1_80.0_0.csv,720,"[-16.17113569277824, -59.95830691463973, 80.03053926900333]",1.7933508446133472e7,562.2353362884927,2.8438386752832355e6,169.36834384557937,0.0001436,0.0001734,0.0634271
sphere2D_-16.7_18.1_78.0_0.csv,838,"[-16.696376650425123, 18.056122346533968, 78.0598502563572]",2.0328357751100905e7,657.8153724452586,1.21236251867346e6,65.55851284160127,0.0001659,0.000203,0.0637702
sphere2D_-16.8_70.0_69.0_0.csv,545,"[-17.04022105024215, 70.65733773491482, 68.68355369036856]",1.251613239338393e7,478.0753413388022,8.321256822436097e6,697.5120855842254,0.0001108,0.0001362,0.0002255
sphere2D_-17.9_68.5_148.0_0.csv,384,"[-17.883568368026996, 68.56967666293822, 147.93107577391064]",3.245377239939619e7,304.8645037397216,1.2626838105110845e6,20.002424408574253,8.08e-5,9.8e-5,0.0001676
sphere2D_-18.8_-47.3_32.0_0.csv,447,"[-18.877798390473703, -47.41903811964216, 32.05822498658366]",2.047453568903152e6,366.1877589076739,311944.2410190854,135.10607997787713,9.16e-5,0.0001123,0.000239
sphere2D_-2.0_-66.1_131.0_0.csv,416,"[-1.9897051725037593, -66.12436418502946, 131.0493921527758]",2.775923200286391e7,331.6345726180242,1.273524484672194e6,25.54012063106572,8.68e-5,0.0001059,0.0001894
sphere2D_-2.3_35.3_27.0_0.csv,787,"[-2.256916738163545, 35.56265015854512, 26.89778898394262]",2.2572294677733313e6,617.9391413404257,727215.9100940984,415.66371379147756,0.0001562,0.0001895,0.0636747
sphere2D_-20.0_-61.2_124.0_0.csv,230,"[-19.846329387096052, -61.212802417422324, 124.0758309466436]",1.4133660539949786e7,185.300650317738,702023.7364827399,16.410423636572148,5.4e-5,6.13e-5,0.0001186
sphere2D_-21.4_-89.6_77.0_0.csv,32,"[-21.214665573476108, -89.8781376585145, 76.78151405611969]",895112.1631468892,29.839236714524006,162602.78776018624,11.75743912615141,1.55e-5,1.8e-5,6.78e-5
sphere2D_-21.6_-27.2_150.0_0.csv,845,"[-21.528614326216665, -27.219378886387506, 150.03828149258138]",7.261959215655449e7,672.7091467332564,2.099433000348883e6,29.53172619540713,0.0001678,0.000205,0.0645603
sphere2D_-24.2_23.7_61.0_0.csv,726,"[-24.256052766677538, 23.684462513894246, 61.0556458187928]",1.0444481055332534e7,576.4940067232471,1.1305345394857053e6,110.46137422473164,0.000145,0.0001752,0.0640971
sphere2D_-24.9_-96.7_146.0_0.csv,283,"[-25.101971960911126, -96.57124078050326, 146.00128984031304]",2.540306599304933e7,232.58637867323083,1.5811774815442725e6,27.07233568718979,6.23e-5,7.15e-5,0.0001472
sphere2D_-26.0_-94.9_98.0_0.csv,888,"[-27.216223609920682, -99.46745463903218, 95.77624179273442]",6.180959671638979e8,3112.8882811832104,2.3362171420422062e8,9629.943434259989,0.0001757,0.0002257,0.0701158
sphere2D_-28.1_-52.2_117.0_0.csv,37,"[-28.180426138912193, -52.282993242046686, 117.1270697796866]",1.4339013816901038e6,25.90202571067603,73897.68836669566,2.032780531524458,1.67e-5,1.95e-5,6.84e-5
sphere2D_-28.4_-58.7_88.0_0.csv,118,"[-28.38645769680963, -58.71865876550794, 87.96632941386989]",3.532744128221446e6,91.41995618185042,443392.38826763787,21.4395399929921,3.18e-5,3.7e-5,8.85e-5
sphere2D_-28.6_-64.5_97.0_0.csv,323,"[-28.49494775010694, -64.3773444594926, 97.04932049593418]",1.2368457913243271e7,263.40891590097107,1.3278039304404384e6,52.97725659946764,6.92e-5,8.21e-5,0.0001425
sphere2D_-29.8_74.9_74.0_0.csv,908,"[-30.01793098249763, 75.12314375456349, 73.86496620478546]",2.39234035693011e7,799.4115061953256,9.431640880617805e6,690.7191418766205,0.0001782,0.0002211,0.065198
sphere2D_-3.9_74.8_49.0_0.csv,841,"[-3.954589944347266, 74.95768561051173, 48.9992144151634]",8.555529093015412e6,681.7366000886292,947115.9915197708,171.50698791905162,0.000166,0.0002032,0.0640429
