name,npts,solution,resíduo algébrico,resíduo geométrico,gradiente algébrico,gradiente geométrico
sphere2D_-55.7_28.6_49.0_0.csv,326,"[-55.76520237123661, 28.69173685557367, 49.15426244510021]",3.443780765659902e6,271.74307256135876,[-4.2879037209786475e-8 5.058816867631322e-7 140121.34835728788],[-1.417090721286279 1.074959910853051 21.747655885744848]
sphere2D_-55.8_-86.4_30.0_0.csv,881,"[-55.92787480958783, -86.48891796941874, 30.01994878544436]",3.1237672587753995e6,701.1365402158035,[-1.0708554327720776e-6 2.6227750140606076e-6 208112.76402680585],[1.5490513157903876 7.741835478569245 86.79822250746574]
sphere2D_-57.7_30.9_22.0_0.csv,717,"[-57.73264870836189, 30.79267317838871, 22.08300432957585]",1.3118519754490808e6,551.6839108192919,[-3.2820480555528775e-7 -7.103508181671714e-7 118811.00559251757],[11.239837671544892 -0.9082821505316039 91.58636750846104]
sphere2D_-58.8_6.0_121.0_0.csv,923,"[-58.79154761432141, 6.0009164347053945, 121.08064064564888]",5.4188556940243825e7,729.3833367673587,[-1.7834099708124995e-6 5.617944452751544e-6 895082.0982072873],[1.8706851851568043 -0.9531932697111555 22.89621075562593]
sphere2D_-60.5_-49.3_130.0_0.csv,183,"[-60.49331589006835, -49.314456394873396, 129.99319802590054]",1.4546532629629273e7,157.91120340625207,[7.562462087662425e-7 6.858638590401256e-8 223804.51978388688],[-0.30458239084883837 -0.7897031424893651 4.967489885826495]
sphere2D_-60.8_-78.2_24.0_0.csv,635,"[-60.759974115054995, -78.11412992419571, 24.113416187311266]",1.493647854173354e6,504.0269638550776,[-4.7105095291044563e-7 3.621424085054059e-7 123885.21332456233],[-14.216003575101098 2.2840979316506167 80.03695452500631]
sphere2D_-60.9_97.0_9.0_0.csv,994,"[-60.90226662490378, 97.023859217038, 9.199037793373318]",302008.4632335793,765.9483219122233,[1.6125241018016823e-6 2.04556363314623e-6 65660.88107699393],[5.362869659550654 -11.730577461507334 294.6434766015115]
sphere2D_-61.6_-19.7_74.0_0.csv,320,"[-61.73970512175354, -19.700510691263656, 74.09015406856666]",6.805142119691477e6,251.8201052926325,[-1.1395386536605656e-6 4.0660589561980487e-7 183698.95987389496],[0.11194733287374725 -1.8790476965091283 12.550736310408155]
sphere2D_-62.8_-42.3_79.0_0.csv,143,"[-62.65227475538044, -42.177986184685516, 79.01449898345454]",3.4526359546668106e6,114.96260519718705,[-5.275760486256331e-7 3.018295302581464e-8 87392.46591645936],[1.0652293558115093 0.42384762323864883 5.252853519238585]
sphere2D_-63.3_99.1_118.0_0.csv,748,"[-63.38167790515473, 99.05707499283993, 118.04128217912722]",3.979113732179583e7,587.9838140961335,[6.191694410517812e-6 6.0046598946428276e-6 674190.1915453095],[0.4605461724938107 -0.9129765071037125 18.143138173308614]
sphere2D_-64.4_-3.3_94.0_0.csv,673,"[-64.29662780217636, -3.2241031711781805, 94.02146025514645]",2.4891658482483532e7,547.0296820398979,[-2.6399502530694008e-6 1.5801462041054037e-6 529488.872325332],[-1.3972624676788206 1.3377419630644098 22.462095985593095]
sphere2D_-65.0_-41.0_42.0_0.csv,371,"[-65.05604813835325, -41.054198745664806, 41.96541697671757]",2.3380825327367866e6,275.1319679186225,[5.6390490499325097e-8 5.294987346360358e-7 111429.01470649938],[0.43856790701118475 1.2634276372469821 23.715498741903858]
sphere2D_-65.5_73.1_5.0_0.csv,261,"[-65.51029843668915, 73.21389489326711, 5.421284620396426]",32136.716219146518,212.48281331312836,[3.525129841364105e-7 -4.997661182670754e-7 11855.756890439667],[-10.12792660093022 33.77964267234495 154.5035777300418]
sphere2D_-66.8_91.9_81.0_0.csv,737,"[-66.82547605848697, 91.8708744747333, 80.99937233607139]",1.8960175870837003e7,584.5504158992269,[-9.065552148967981e-7 5.964038678030192e-6 468156.1183444102],[0.6719442943681191 1.742561465641435 26.751440028016503]
sphere2D_-66.9_-15.2_31.0_0.csv,551,"[-66.90886416344244, -15.091020685335563, 31.098192475060337]",2.130253135200456e6,448.9569724502896,[1.4366378309205174e-8 3.1402031197558244e-7 137001.7332613523],[5.093496105234692 0.511898927116001 53.23247645462587]
sphere2D_-67.5_53.4_89.0_0.csv,549,"[-67.49372908526607, 53.30220107676617, 88.98719363810017]",1.7537174938740995e7,442.88856797346045,[-2.5699628167785704e-6 1.1518538229893238e-6 394150.53383777523],[-1.1393637318962146 0.9688196779676578 18.6644859790388]
sphere2D_-68.7_63.1_149.0_0.csv,47,"[-68.88773829849191, 63.02581127626784, 149.25346674628793]",4.256208196824775e6,37.754575248610735,[-1.8312130123376846e-7 -1.3860892522643553e-7 57033.29094544421],[-0.21186601964658136 -0.14931384828051697 0.9601694252842776]
sphere2D_-69.7_-35.1_27.0_0.csv,286,"[-69.82231160196119, -35.05812659049108, 27.048296689355546]",764552.0267043216,219.8082335841673,[3.0177170629031025e-7 -1.6477742637022175e-7 56532.3602800775],[-6.925163017236675 -0.8603606565009222 29.031129278722545]
sphere2D_-70.5_1.0_105.0_0.csv,856,"[-70.4579690944412, 1.0240826905230183, 105.04060434758664]",3.7193826018557824e7,671.2903671321818,[-5.163019523024559e-8 -7.74902753164497e-6 708179.9700048831],[-0.21042584110511875 -1.2679620308483144 24.07364870983045]
