name,npts,solution,resíduo algébrico,resíduo geométrico,gradiente algébrico,gradiente geométrico
sphere2D_-53.8_98.7_43.0_0.csv,120,"[-53.771975903978856, 98.76744795735256, 42.99264814604697]",751251.2818047747,88.20696380835201,[2.147343366232235e-6 1.8933244518848369e-6 -5.784930181107484e-6],[0.22571282277246985 -1.818036741162281 2.367350213560499]
sphere2D_-54.4_-14.3_95.0_0.csv,377,"[-54.43728366908821, -14.395005577583525, 95.13775657202575]",1.1854618977473054e7,272.9806517676817,[1.3262033462524414e-6 3.4585565344968927e-7 -2.0462757674977183e-6],[-2.3323721856508497 -0.07595385685000813 3.4364613580151797]
sphere2D_-55.4_-77.3_61.0_0.csv,269,"[-55.50036908829407, -77.26222748161514, 61.03536983451846]",3.964671545951074e6,213.75823869446796,[1.04447353805881e-5 2.279161151363951e-6 -1.91942963283509e-5],[-1.417527726144617 0.7959590977803136 4.362121659306524]
sphere2D_-55.7_28.6_49.0_0.csv,326,"[-55.76506693892547, 28.691689436151705, 49.13202004284094]",3.4422228005185034e6,271.60883594659686,[-1.1831052688648924e-6 5.533337628094159e-7 2.5721383281052113e-6],[-1.4164805666188827 1.0744997079501866 7.245909915451705]
sphere2D_-55.8_-86.4_30.0_0.csv,881,"[-55.927715013093554, -86.48884402240711, 29.987165204343047]",3.120357780576996e6,700.9954059074603,[-3.0981600502855144e-6 5.889767834332815e-6 1.679061824688688e-6],[1.5474988234238327 7.733632655603995 29.034399070449005]
sphere2D_-57.7_30.9_22.0_0.csv,717,"[-57.73242518699455, 30.792910001785096, 22.040487372629563]",1.3093286655378696e6,551.0795292629156,[-5.751865046477178e-7 -2.2820807998868986e-7 -1.8016899048234336e-6],[11.217647567987019 -0.9082488581470722 30.61888321761174]
sphere2D_-58.8_6.0_121.0_0.csv,923,"[-58.791528647693326, 6.000914293624474, 121.07237193584676]",5.4184856479541875e7,729.2537567777205,[-9.991927072405815e-7 5.041248982706747e-7 2.5232293410226703e-7],[1.8705296574106427 -0.9531666697871511 7.632213312402683]
sphere2D_-60.5_-49.3_130.0_0.csv,183,"[-60.49322273409255, -49.31445127675516, 129.9841506034928]",1.4545520237844016e7,157.9391967038531,[1.2434799600669066e-5 1.444483257984075e-5 -7.93254889686068e-6],[-0.304580070907016 -0.7895770780596816 1.6563103052684198]
sphere2D_-60.8_-78.2_24.0_0.csv,635,"[-60.760019142422415, -78.1141809736264, 24.071438642909186]",1.491049918906998e6,504.06678769353596,[-6.8028912210138515e-6 -1.3349199505796605e-6 3.277497671660967e-5],[-14.191032497406663 2.280234657283196 26.72555398989885]
sphere2D_-60.9_97.0_9.0_0.csv,994,"[-60.901320191691866, 97.02463657464624, 9.100930546073261]",298804.73179287964,758.0657518758816,[-1.5207660908345133e-8 1.4172428564052097e-6 1.1494154023239389e-5],[5.3355066250129966 -11.673101556526479 99.62109276132354]
sphere2D_-61.6_-19.7_74.0_0.csv,320,"[-61.7396064147394, -19.70050534695935, 74.0770804293763]",6.803941418669556e6,251.78542973933435,[-2.9304501367732882e-6 -3.96909172195592e-9 5.3669282351620495e-6],[0.11210391063774416 -1.8786588535470825 4.183846906287755]
