1,2,3,4,5,6,7,8
sphere3D_-0.5_92.2_95.4_74.0_0.csv,296,0,"[-0.5, 92.2, 95.4, 74.0]","[-0.5458039353470009, 91.76799670921841, 95.62977098927006, -74.00277018521045]",1,5.893489716297968e6,11
sphere3D_-10.4_-92.6_-52.2_80.0_0.csv,981,0,"[-10.4, -92.6, -52.2, 80.0]","[-10.404438587955296, -92.52964055647985, -52.29766759830361, -80.04099591811892]",2,2.512703521428814e7,22
sphere3D_-11.8_-75.7_66.2_93.0_0.csv,394,0,"[-11.8, -75.7, 66.2, 93.0]","[-11.611359991118855, -75.17974269722492, 66.00554106866211, -93.06526041761569]",0,1.2925295742580865e7,0
sphere3D_-14.5_-42.7_87.6_135.0_0.csv,670,0,"[-14.5, -42.7, 87.6, 135.0]","[-14.449319553181642, -42.62679237528165, 87.61401958830756, 135.01455011507267]",0,4.958301589919531e7,0
sphere3D_-15.4_-38.1_56.2_129.0_0.csv,274,0,"[-15.4, -38.1, 56.2, 129.0]","[-15.390924328416567, -38.06034727091742, 56.302579104948805, 129.004852805191]",1,1.6133802477079205e7,1
sphere3D_-16.6_87.8_20.3_18.0_0.csv,652,0,"[-16.6, 87.8, 20.3, 18.0]","[-16.565219507208955, 87.84363569004017, 20.30830657186596, -18.100573154998706]",1,897204.9329359131,1
sphere3D_-17.2_-58.0_-56.2_147.0_0.csv,128,0,"[-17.2, -58.0, -56.2, 147.0]","[-17.433530990948732, -57.85748348171656, -56.36128418776806, 146.82239740038756]",1,9.530902550426902e6,3
sphere3D_-19.7_-89.8_-62.6_64.0_0.csv,198,0,"[-19.7, -89.8, -62.6, 64.0]","[-19.59242154318258, -89.88644324153636, -62.62466536705915, -63.96581190573734]",1,3.066754889182951e6,1
sphere3D_-20.0_36.3_58.5_132.0_0.csv,623,0,"[-20.0, 36.3, 58.5, 132.0]","[-20.09375123649163, 36.36847233674434, 58.50728689040198, 131.9797837019095]",1,4.194019795363939e7,6
sphere3D_-21.7_-24.9_-70.8_119.0_0.csv,97,0,"[-21.7, -24.9, -70.8, 119.0]","[-21.605886509544316, -24.935734775600054, -70.76144039392031, 119.15536939786888]",1,5.160172033679289e6,2
sphere3D_-23.9_-76.3_2.6_32.0_0.csv,50,0,"[-23.9, -76.3, 2.6, 32.0]","[-23.760356953503052, -75.71931727252777, 2.4399652043862887, -32.084261252403245]",1,174091.59496000526,3
sphere3D_-24.1_-6.4_-18.3_68.0_0.csv,504,0,"[-24.1, -6.4, -18.3, 68.0]","[-24.235739159773257, -6.378605614781208, -18.37600411618147, 68.00914865711749]",1,1.0424477262475716e7,10
sphere3D_-26.6_-60.5_-75.3_27.0_0.csv,471,0,"[-26.6, -60.5, -75.3, 27.0]","[-26.611246502655582, -60.497686915007506, -75.27849677545886, -27.025481393888047]",1,1.3835709225205472e6,1
sphere3D_-27.0_5.7_-31.5_43.0_0.csv,496,0,"[-27.0, 5.7, -31.5, 43.0]","[-26.976408666535853, 5.727090812259079, -31.450197819067885, -43.02913383657895]",1,3.576657822470554e6,1
sphere3D_-27.5_-38.7_97.6_110.0_0.csv,74,0,"[-27.5, -38.7, 97.6, 110.0]","[-27.466528837355213, -38.90198811798956, 97.7060410398475, 110.04532573097137]",0,2.7472301294921963e6,0
sphere3D_-29.3_-7.9_-7.7_57.0_0.csv,618,0,"[-29.3, -7.9, -7.7, 57.0]","[-29.338704090115126, -7.977976369477281, -7.54037245964278, 56.98367212257784]",1,7.29288033593309e6,3
sphere3D_-31.7_-57.1_-78.8_90.0_0.csv,572,0,"[-31.7, -57.1, -78.8, 90.0]","[-31.752681279427662, -57.20309902109443, -78.70529137623755, -90.01516583941675]",1,1.855020177405325e7,1
sphere3D_-32.0_88.6_-73.2_149.0_0.csv,564,0,"[-32.0, 88.6, -73.2, 149.0]","[-32.00408121842029, 88.28987416608878, -73.07818555506391, 148.97746722063619]",1,4.970042840231324e7,1
sphere3D_-32.8_-12.0_95.9_21.0_0.csv,983,0,"[-32.8, -12.0, 95.9, 21.0]","[-32.942100047562285, -11.946336964322441, 95.76903326409582, -21.014965922324265]",1,1.8254738387969336e6,1
sphere3D_-33.8_-90.6_-69.2_39.0_0.csv,598,0,"[-33.8, -90.6, -69.2, 39.0]","[-33.78829390473491, -90.68060569900734, -69.31393877783407, -39.0268068071022]",1,3.8683266591492463e6,1
sphere3D_-34.5_-37.6_93.5_23.0_0.csv,305,0,"[-34.5, -37.6, 93.5, 23.0]","[-34.72169898010857, -37.66158303429744, 93.53478286554669, -23.014246816836405]",0,616799.1943975083,0
sphere3D_-34.7_-27.7_52.9_37.0_0.csv,952,0,"[-34.7, -27.7, 52.9, 37.0]","[-34.90385908319188, -27.804703906484974, 52.98757752434963, -36.98168143725352]",1,5.280368996113492e6,1
sphere3D_-35.3_-92.4_-81.0_52.0_0.csv,138,0,"[-35.3, -92.4, -81.0, 52.0]","[-35.26384919961504, -92.26212729616202, -81.12626601856354, -51.97437848761594]",1,1.31876196137363e6,1
sphere3D_-37.5_1.7_0.4_135.0_0.csv,176,0,"[-37.5, 1.7, 0.4, 135.0]","[-37.46354544771576, 1.569787850176919, 0.5469988876089082, 135.15701338734834]",1,1.1891515939845901e7,15
sphere3D_-38.5_50.2_-32.5_88.0_0.csv,224,0,"[-38.5, 50.2, -32.5, 88.0]","[-38.45987324454991, 50.48676723718294, -32.664384278397044, 87.97079535804825]",0,5.372503207103053e6,0
sphere3D_-39.5_64.7_-20.9_55.0_0.csv,431,0,"[-39.5, 64.7, -20.9, 55.0]","[-39.60047521674925, 64.50798022693017, -20.809651106556945, -55.02281454589223]",1,5.541018681994443e6,1
sphere3D_-39.9_-91.8_15.7_83.0_0.csv,343,0,"[-39.9, -91.8, 15.7, 83.0]","[-39.891790189249214, -92.33525462437058, 16.007600042818385, -83.02858970338133]",1,8.757958819420086e6,8
sphere3D_-4.0_-88.3_36.3_56.0_0.csv,196,0,"[-4.0, -88.3, 36.3, 56.0]","[-3.9929433433556443, -88.49428271059405, 36.33163559390676, -56.098688590820856]",1,2.6838914629483586e6,1
sphere3D_-40.1_-6.9_37.7_8.0_0.csv,834,0,"[-40.1, -6.9, 37.7, 8.0]","[-40.28390219444108, -6.865621938908294, 37.70347041628053, -8.174198233880357]",1,225214.39405181212,1
sphere3D_-41.6_-61.5_-17.7_86.0_0.csv,548,0,"[-41.6, -61.5, -17.7, 86.0]","[-41.63435995936481, -61.5580447549633, -17.780631966912413, 85.9981355622787]",1,1.6182741737974407e7,1
sphere3D_-42.5_-76.2_36.2_125.0_0.csv,35,0,"[-42.5, -76.2, 36.2, 125.0]","[-42.087985939612324, -76.1512881605614, 36.08395220938285, 125.05445377280448]",1,1.4338005908907158e6,12
sphere3D_-42.5_-98.0_42.8_91.0_0.csv,514,0,"[-42.5, -98.0, 42.8, 91.0]","[-42.44192756880764, -98.01845710064711, 42.80864962924227, -90.95224208798588]",1,1.6856077596915554e7,6
sphere3D_-42.8_-34.4_-20.5_16.0_0.csv,743,0,"[-42.8, -34.4, -20.5, 16.0]","[-42.96630748428597, -34.39143556810071, -20.452312181464656, -16.092005093752896]",1,872602.7898353486,1
sphere3D_-42.8_-96.0_12.3_86.0_0.csv,980,0,"[-42.8, -96.0, 12.3, 86.0]","[-42.67044532952185, -96.04784598000913, 12.32832222153997, -86.04761083161657]",1,3.2023644034461826e7,1
sphere3D_-42.8_2.6_-49.1_110.0_0.csv,370,0,"[-42.8, 2.6, -49.1, 110.0]","[-42.98156967251394, 2.4527792567163806, -48.961564499415104, 110.06850979737735]",1,1.8941532980406843e7,11
sphere3D_-43.4_58.1_47.2_132.0_0.csv,429,0,"[-43.4, 58.1, 47.2, 132.0]","[-43.451870002652456, 58.24027971775956, 47.073930109402355, 131.96834442793744]",0,2.8973922121947743e7,0
sphere3D_-43.6_52.0_8.9_117.0_0.csv,35,0,"[-43.6, 52.0, 8.9, 117.0]","[-43.67956278774323, 52.05959942784222, 8.769475511847158, 117.07329336169383]",1,2.180187291440737e6,2
sphere3D_-46.2_73.9_68.3_131.0_0.csv,14,0,"[-46.2, 73.9, 68.3, 131.0]","[-45.92577499030241, 74.49879836620264, 68.23687705988927, 131.1150256441622]",1,861951.0544811345,1
sphere3D_-46.5_44.8_-35.8_11.0_0.csv,717,0,"[-46.5, 44.8, -35.8, 11.0]","[-46.616138499494966, 44.877772738835176, -35.672878689223225, -11.135404194970246]",0,342708.3199600138,0
sphere3D_-47.0_-60.2_99.1_108.0_0.csv,784,0,"[-47.0, -60.2, 99.1, 108.0]","[-47.033433209465, -60.150176481586925, 99.15860262767698, -108.02361567061685]",1,3.917236628115167e7,11
sphere3D_-47.2_62.6_46.2_127.0_0.csv,790,0,"[-47.2, 62.6, 46.2, 127.0]","[-47.20084741437251, 62.737255372724064, 46.18304002564163, 127.0171012548943]",1,5.068513884076654e7,1
sphere3D_-47.6_-32.1_89.1_93.0_0.csv,238,0,"[-47.6, -32.1, 89.1, 93.0]","[-47.83493897730394, -32.07064754020536, 89.07644445857322, -92.9498127748118]",0,8.649032871102296e6,0
sphere3D_-48.8_14.7_5.4_62.0_0.csv,305,0,"[-48.8, 14.7, 5.4, 62.0]","[-49.05789700254143, 14.82004519379772, 5.375900824860759, 61.99399512062306]",1,5.246920870745578e6,1
sphere3D_-5.5_68.2_46.7_100.0_0.csv,79,0,"[-5.5, 68.2, 46.7, 100.0]","[-5.687026486947769, 68.32842493213164, 46.80081499014822, 100.11293489344705]",0,3.22574880579708e6,0
sphere3D_-50.3_-36.7_61.7_83.0_0.csv,504,0,"[-50.3, -36.7, 61.7, 83.0]","[-50.22585342212475, -36.57141430847268, 61.688943847717766, -82.98754610927233]",1,1.428098593016159e7,1
sphere3D_-51.1_-13.6_-4.9_14.0_0.csv,790,0,"[-51.1, -13.6, -4.9, 14.0]","[-51.162754941127844, -13.758598780630438, -4.824387222046837, -14.058471497172118]",0,627610.019837684,0
sphere3D_-51.1_-88.9_13.2_56.0_0.csv,292,0,"[-51.1, -88.9, 13.2, 56.0]","[-51.20949249747064, -89.01603518690743, 13.356148154100449, -55.947404180551395]",1,3.3859049787330045e6,8
sphere3D_-51.6_-50.7_47.6_23.0_0.csv,628,0,"[-51.6, -50.7, 47.6, 23.0]","[-51.69141029510437, -50.87310272444714, 47.59806216108891, -23.060461407623922]",1,1.2864321309289944e6,1
sphere3D_-52.9_2.5_61.6_26.0_0.csv,166,0,"[-52.9, 2.5, 61.6, 26.0]","[-53.088617105313084, 2.393248647108563, 61.61276174354118, -25.93268804550541]",1,468319.67914047174,1
sphere3D_-53.0_-17.6_62.9_45.0_0.csv,292,0,"[-53.0, -17.6, 62.9, 45.0]","[-52.83474902589801, -17.458508786272276, 62.72604282138059, -45.0911322955477]",0,2.5766636783784237e6,0
sphere3D_-53.2_76.2_43.1_12.0_0.csv,869,0,"[-53.2, 76.2, 43.1, 12.0]","[-53.32789957246556, 76.27884785759325, 43.1372389519243, -12.056381828461951]",1,513697.897551642,1
sphere3D_-56.9_98.3_-43.6_146.0_0.csv,403,0,"[-56.9, 98.3, -43.6, 146.0]","[-56.84502376702416, 98.44048841108541, -43.621070580291395, 146.04162161861586]",1,3.7328120760963306e7,1
sphere3D_-57.3_-58.2_-72.4_108.0_0.csv,588,0,"[-57.3, -58.2, -72.4, 108.0]","[-57.45169784316886, -58.124871036625215, -72.4431879204282, -107.98899949309241]",1,2.6773765351656877e7,1
sphere3D_-57.3_71.3_19.5_43.0_0.csv,526,0,"[-57.3, 71.3, 19.5, 43.0]","[-57.26989453145191, 71.27365788559418, 19.53788670173028, -43.02793269866703]",1,4.0801407715285285e6,1
