1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18
sphere3D_-37.5_1.7_0.4_135.0_0.csv,176,1.1929981806743756e7,1.5145589133236432e8,1.514491971928596e8,1.0,4.751552019361473e7,4.843402503826133e6,4.709161376145434e6,1.0,1.5705837464857584e8,3.5274440887007583e6,3.0312827690274827e6,1.0,1.1897662947692852e7,1.9201319413247388e6,1.9200966686600707e6,1.0
sphere3D_-38.5_50.2_-32.5_88.0_0.csv,224,5.386266904324888e6,1.0467951038818215e8,1.0467108620930803e8,1.0,5.385613505977155e6,8.765340959726219e7,8.764537858481774e7,1.0,5.387973346828198e6,5.8398594529714465e7,5.8386584704934925e7,1.0,5.517966706693469e6,1.5937653895979594e6,1.5936577235181988e6,1.0
sphere3D_-39.5_64.7_-20.9_55.0_0.csv,431,5.559272154128818e6,1.2242883348561238e8,1.2241167559710635e8,1.0,5.552310221163978e6,1.554166503849546e8,1.5539533172296014e8,1.0,5.595024693459874e6,3.836015742951481e7,3.8347240582581565e7,1.0,5.687876872406182e6,2.183259690527399e6,2.1829517911955374e6,1.0
sphere3D_-39.9_-91.8_15.7_83.0_0.csv,343,8.782828970994962e6,2.0263054030274835e8,2.0261573187524056e8,1.0,8.765483000408284e6,3.37886167279869e8,3.3786331260735786e8,1.0,8.882894541485915e6,1.4849013552058507e7,1.4791244983473495e7,1.0,9.030947754502065e6,3.1858325116254585e6,3.1856110825963286e6,1.0
sphere3D_-4.0_-88.3_36.3_56.0_0.csv,196,3.574784718097989e6,1.9726095609997574e7,1.972309126844542e7,1.0,2.6868240840941975e6,1.1527049146579826e8,1.1525688870814112e8,1.0,2.692549428515018e6,4.1849520744041406e7,4.184279395208905e7,1.0,2.7147194783085296e6,1.213591894667986e6,1.2134435067285302e6,1.0
sphere3D_-40.1_-6.9_37.7_8.0_0.csv,834,225862.47086900665,5.769927976977764e7,5.766510284044244e7,1.0,258748.38350961532,9.0896557537648e6,9.083976793393444e6,1.0,225785.18053093564,5.263137290756114e7,5.2600497615203634e7,1.0,226754.41406937284,1.3695392100339183e6,1.3687216080923015e6,1.0
sphere3D_-41.6_-61.5_-17.7_86.0_0.csv,548,1.6228260418853799e7,2.7639511846694857e8,2.7637302651893914e8,1.0,1.6216780972261325e7,3.290249534779866e8,3.2900033933446294e8,1.0,1.6385483911758592e7,1.6972251640865514e8,1.6969962136147946e8,1.0,1.7455385800998855e7,4.042329682164271e6,4.042044057071842e6,1.0
sphere3D_-42.5_-76.2_36.2_125.0_0.csv,35,1.436455882856615e6,3.646499818727434e7,3.646343026245178e7,1.0,1.4350763474894792e6,4.094920300702868e7,4.094740031590661e7,1.0,1.4364821259294297e6,1.682016675083573e7,1.6816729330009554e7,1.0,1.4428160430773299e6,467465.6581688929,467450.2599422626,1.0
sphere3D_-42.5_-98.0_42.8_91.0_0.csv,514,1.690133476232954e7,4.038005846720221e8,4.037764591229207e8,1.0,1.68699517557596e7,6.419455697685103e8,6.419090523543906e8,1.0,1.689245943005546e7,2.4169223109753388e8,2.4166644628150526e8,1.0,1.724726630317205e7,5.949821940988265e6,5.949483381647967e6,1.0
sphere3D_-42.8_-34.4_-20.5_16.0_0.csv,743,875185.2448412153,7.019788088754946e7,7.016555080969761e7,1.0,879118.3611771486,5.359245718400301e7,5.3568377163150236e7,1.0,881900.4996100602,3.394294161280685e7,3.39284100335895e7,1.0,878810.899130016,1.4814788149733334e6,1.4807820890568555e6,1.0
sphere3D_-42.8_-96.0_12.3_86.0_0.csv,980,3.211857609535693e7,6.660942989322999e8,6.660493725404787e8,1.0,3.2054168570012037e7,1.099605777913444e9,1.0995371765717473e9,1.0,3.29482937395439e7,8.457428584890278e6,7.502020003410787e6,1.0,3.30933714242329e7,9.875828582587663e6,9.875192215661012e6,1.0
sphere3D_-42.8_2.6_-49.1_110.0_0.csv,370,1.8994249331201315e7,2.6408970091193524e8,2.6407478550996846e8,1.0,4.5388743275306225e7,4.288598605124632e7,4.285802334949228e7,1.0,1.8974530182195365e7,2.7416819056443244e8,2.741455079207095e8,1.0,1.899833904191254e7,3.3975956633784543e6,3.39745899789553e6,1.0
sphere3D_-43.4_58.1_47.2_132.0_0.csv,429,2.904648682782106e7,4.8494682077183753e8,4.849271645953876e8,1.0,2.9040053939565375e7,5.3650927317794627e8,5.364875276361887e8,1.0,2.9024223741712943e7,5.618044613045204e8,5.617746982330508e8,1.0,2.9038255322171856e7,5.863644042867476e6,5.863476123695313e6,1.0
sphere3D_-43.6_52.0_8.9_117.0_0.csv,35,2.186756118688781e6,2.84869050591566e7,2.848547895538359e7,1.0,2.187267780866332e6,2.564403494217135e7,2.5642536334838487e7,1.0,2.2972827119997256e6,1.1460921263513992e7,1.1457390593004424e7,1.0,2.18691217803723e6,358817.27777850465,358804.66732511343,1.0
sphere3D_-46.2_73.9_68.3_131.0_0.csv,14,863868.9771347556,1.8337592403769556e7,1.833691454709491e7,1.0,863004.1646136376,2.4471780855567258e7,2.44709801052411e7,1.0,862494.8549785079,2.8280492213881534e7,2.8279451200142078e7,1.0,870849.1636450372,223464.58556762835,223457.81133184306,1.0
sphere3D_-46.5_44.8_-35.8_11.0_0.csv,717,343434.4266228155,1.0232195948181547e8,1.0228764806514171e8,1.0,343922.02311658964,9.343018799795042e7,9.339868508905159e7,1.0,343694.6512201677,7.488830040660624e7,7.486316973464173e7,1.0,344663.28703622776,2.0775067843651113e6,2.0768045204997375e6,1.0
sphere3D_-47.0_-60.2_99.1_108.0_0.csv,784,3.926486056370377e7,8.963474841205683e8,8.963067606930203e8,1.0,3.926513016676524e7,6.064140000778838e8,6.063786823941922e8,1.0,3.9189360743044466e7,1.463215849647799e9,1.463152177038768e9,1.0,4.076587687185149e7,1.1560128457562886e7,1.1559640746250264e7,1.0
sphere3D_-47.2_62.6_46.2_127.0_0.csv,790,5.0795585781878576e7,9.131200914629096e8,9.13082216374938e8,1.0,5.078766223698724e7,1.0137545024185939e9,1.0137136523422475e9,1.0,5.077938850495558e7,9.865495620818777e8,9.864976947517115e8,1.0,5.088136569644127e7,1.0651464781468494e7,1.0651126129997779e7,1.0
sphere3D_-47.6_-32.1_89.1_93.0_0.csv,238,8.668427392244363e6,1.9452964864037147e8,1.9451793243343648e8,1.0,8.719321963163726e6,5.415606471125269e7,5.414804352449396e7,1.0,8.65355049182581e6,3.062082857904639e8,3.061909842171069e8,1.0,9.14635588531715e6,2.590604606432961e6,2.5904568750479724e6,1.0
sphere3D_-48.8_14.7_5.4_62.0_0.csv,305,5.2587322514156345e6,8.506780899745537e7,8.50556059830913e7,1.0,5.458424413245034e6,2.3399799293865904e7,2.3393240923117947e7,1.0,6.04906890540511e6,1.3946551387397606e7,1.3929846299222631e7,1.0,5.638820188278806e6,1.1826118917752148e6,1.1824515831876057e6,1.0
sphere3D_-5.5_68.2_46.7_100.0_0.csv,79,3.724724926366438e6,1.8942903626380503e7,1.894086082770956e7,1.0,3.231263906455572e6,6.851834728688675e7,6.851443954940408e7,1.0,3.231486593335547e6,6.3653832868758336e7,6.364961248622366e7,1.0,3.2711178510696734e6,676100.2314113261,676065.477570415,1.0
sphere3D_-50.3_-36.7_61.7_83.0_0.csv,504,1.4309468515175171e7,3.149808902574928e8,3.149567408056686e8,1.0,1.4368644465631997e7,1.2888294736171113e8,1.288673599653285e8,1.0,1.4296335555588122e7,3.295737870725993e8,3.295466159085663e8,1.0,2.1374929965133287e7,4.115012172910592e6,4.114711131208891e6,1.0
sphere3D_-51.1_-13.6_-4.9_14.0_0.csv,790,628771.2438645357,7.25654206644581e7,7.252504045141675e7,1.0,654068.8423528492,1.858762433912605e7,1.857738006225191e7,1.0,735515.6324452581,7.367733531207766e6,7.363533480854298e6,1.0,633188.2093903436,1.3119512164337416e6,1.3112062417819758e6,1.0
sphere3D_-51.1_-88.9_13.2_56.0_0.csv,292,3.3917359314017147e6,1.4778730501752463e8,1.477719519002338e8,1.0,3.3890709836414875e6,2.1250047408989888e8,2.124790104144389e8,1.0,3.455908212594714e6,1.485495355922404e7,1.4843776163356004e7,1.0,3.406835935804616e6,2.195782776971653e6,2.195548872847704e6,1.0
sphere3D_-51.6_-50.7_47.6_23.0_0.csv,628,1.2886813487175952e6,1.5534221470456573e8,1.5530868703096548e8,1.0,1.2901629275360776e6,1.3673809781834993e8,1.3670803851778013e8,1.0,1.288596107803469e6,1.3150337769896106e8,1.3147508011065528e8,1.0,1.2929179716734923e6,2.6852302836118857e6,2.6846396184286955e6,1.0
sphere3D_-52.9_2.5_61.6_26.0_0.csv,166,469160.9405162683,3.9181201583818e7,3.917225472636476e7,1.0,1.128357088118384e6,3.377414137370402e6,3.37678982633469e6,1.0,468822.09418084665,4.354176540642991e7,4.353228087128496e7,1.0,470024.67629633215,650734.2806419964,650581.9388536379,1.0
sphere3D_-53.0_-17.6_62.9_45.0_0.csv,292,2.581536485778973e6,9.86399229534115e7,9.862466247763832e7,1.0,2.649813199399895e6,1.928082214564866e7,1.927589702019858e7,1.0,2.5794662563998266e6,1.0884861396592441e8,1.0883275027094513e8,1.0,2.5978153647400276e6,1.4751272052764525e6,1.4748912837690855e6,1.0
sphere3D_-53.2_76.2_43.1_12.0_0.csv,869,514578.05965367943,2.6563432049207693e8,2.6558650409789068e8,1.0,514376.9417756948,3.6519067701110405e8,3.6512529095545447e8,1.0,514787.4173422053,2.0967312369422162e8,2.0963609096364608e8,1.0,514504.21330460376,4.742371613855512e6,4.741513731259069e6,1.0
sphere3D_-56.9_98.3_-43.6_146.0_0.csv,403,3.738933517782471e7,8.015469222381158e8,8.015231092714511e8,1.0,3.7361727731068455e7,9.027035266164362e8,9.026765509024282e8,1.0,3.7412822058259614e7,3.2556019417463857e8,3.255166448312303e8,1.0,3.8012394553873494e7,7.990657266531703e6,7.990461281728046e6,1.0
sphere3D_-57.3_-58.2_-72.4_108.0_0.csv,588,2.6812273685513273e7,6.989591616195831e8,6.989261456603849e8,1.0,2.683549852606707e7,6.712275755563315e8,6.711987307656904e8,1.0,2.6793590690923687e7,9.060299150329125e8,9.059903725309747e8,1.0,1.1172480614601345e8,7.703662420608428e6,7.70332449210105e6,1.0
sphere3D_-57.3_71.3_19.5_43.0_0.csv,526,4.0864820032470543e6,2.144828472312851e8,2.1445258091516766e8,1.0,4.086825222084873e6,2.403615662106447e8,2.403289842287795e8,1.0,4.1245393433908504e6,8.642921713012284e7,8.64183258697678e7,1.0,4.0997427703314004e6,3.061462405501045e6,3.0610163379380056e6,1.0
sphere3D_-57.4_-23.2_7.8_26.0_0.csv,790,2.1141312395759197e6,1.3578991291538697e8,1.3574583628130803e8,1.0,2.1419209442344806e6,4.9778086956472315e7,4.976159509931819e7,1.0,2.2544019414512613e6,1.5025424539269077e7,1.5017092539997669e7,1.0,2.13208502487409e6,2.0578502414113039e6,2.0571586819832756e6,1.0
sphere3D_-57.9_-51.2_18.7_120.0_0.csv,240,1.445622814965043e7,2.7701610835580754e8,2.77003841799107e8,1.0,1.4479792108854113e7,1.733374069649849e8,1.7332685323709714e8,1.0,1.4601592998621775e7,4.223476621102432e7,4.218915172703682e7,1.0,1.4506439989775585e7,2.8388805532311667e6,2.838780032787198e6,1.0
sphere3D_-58.5_-74.9_44.0_16.0_0.csv,548,554920.5502821569,1.988491557094389e8,1.9881594341181812e8,1.0,554923.8100108181,2.3969253130469158e8,2.3965235273912504e8,1.0,555277.6484221912,1.4037568256105796e8,1.403521009913533e8,1.0,555969.1141232295,3.184659934581982e6,3.184123697808277e6,1.0
sphere3D_-58.9_-54.1_0.2_111.0_0.csv,494,2.395712321969015e7,5.103849135169374e8,5.1035942941351044e8,1.0,2.3988152377749454e7,3.6840058776171714e8,3.683790340117646e8,1.0,2.9186208092920275e9,8.069128730150777e7,8.061960796221873e7,1.0,2.4110547711636867e7,5.303602701443757e6,5.303379036595839e6,1.0
sphere3D_-59.7_-7.7_7.3_29.0_0.csv,737,2.480916175982697e6,1.3503964702152e8,1.3499778835306892e8,1.0,2.7900188439916903e6,1.5059594631598031e7,1.5053190491640426e7,1.0,2.657432817758327e6,1.5100950095927283e7,1.5092370752020415e7,1.0,2.506122782931079e6,1.935927299568663e6,1.9353031066412898e6,1.0
sphere3D_-59.9_-27.4_-8.9_5.0_0.csv,719,70967.78129570777,1.0052372364943738e8,1.004801210432682e8,1.0,71429.31554215026,4.510253403008237e7,4.508299292459449e7,1.0,73522.22487000824,1.4771145513589958e7,1.4764804111034976e7,1.0,71167.38212273917,1.6441184064776173e6,1.6434035126931283e6,1.0
sphere3D_-60.8_-99.3_76.8_98.0_0.csv,54,2.162307159949603e6,7.548810605666018e7,7.54846951905294e7,1.0,2.161105778502456e6,8.752520085577263e7,8.752115652645068e7,1.0,2.160739657458108e6,7.331224964859971e7,7.33085889286521e7,1.0,2.1783643642270295e6,852488.3639805658,852450.0556709843,1.0
sphere3D_-60.9_-36.9_41.5_82.0_0.csv,185,4.506439993157698e6,1.2835131524076962e8,1.2834134224393009e8,1.0,4.52458109065968e6,5.1973515939946994e7,5.1967734538032666e7,1.0,4.51029261971851e6,7.44753854760474e7,7.446698438252108e7,1.0,1.036438505326605e8,1.4441695384558062e6,1.444060591016826e6,1.0
sphere3D_-62.9_3.6_28.5_91.0_0.csv,871,3.0277234062556133e7,6.473924270291798e8,6.47347321966546e8,1.0,4.771615086244584e7,8.30567608010163e7,8.301495535152835e7,1.0,3.0393864599814758e7,3.024673374026516e8,3.024236271872421e8,1.0,3.0690132487795893e7,6.746909074022188e6,6.746482878337856e6,1.0
sphere3D_-64.1_-88.1_-28.5_89.0_0.csv,567,1.69722822269551e7,6.008230506862993e8,6.007878719806703e8,1.0,1.6969973259225905e7,7.052213471810194e8,7.051830062081941e8,1.0,1.7031126406066116e7,3.4839770343796986e8,3.4837532707853687e8,1.0,1.7199734656526063e7,6.527956823160854e6,6.527576116673173e6,1.0
sphere3D_-64.1_10.2_-3.7_142.0_0.csv,975,8.0035432756099e7,1.5539852543084617e9,1.5539332822219973e9,1.0,8.628450354372862e7,1.718422213378858e8,1.7169730966675213e8,1.0,1.0306258700822827e8,3.9925554665642e7,3.8379598874644995e7,1.0,8.002078793977633e7,1.3770190421173576e7,1.3769880411341779e7,1.0
sphere3D_-65.0_-41.6_89.4_22.0_0.csv,522,1.031581399647738e6,2.770471081128094e8,2.770118125198415e8,1.0,1.0351953211574128e6,1.603737124514953e8,1.6035265059116486e8,1.0,1.0308941875734065e6,3.5978615581878006e8,3.597408838791154e8,1.0,1.0326672747479489e6,3.9269187498411164e6,3.9264129649356008e6,1.0
sphere3D_-68.0_-50.9_-67.6_115.0_0.csv,14,575249.5784553343,2.0294650760265026e7,2.029379984596338e7,1.0,576066.4864322084,1.4986614496062284e7,1.498599881497177e7,1.0,575072.6081840849,2.212074692057993e7,2.2119793801196393e7,1.0,629560.3509442088,196604.53754157893,196596.86131176827,1.0
sphere3D_-68.6_-8.5_-84.0_129.0_0.csv,696,4.5120870027364686e7,1.23995254338472e9,1.239908589740153e9,1.0,4.99605245090752e7,3.625005056134508e8,3.624723373148395e8,1.0,4.5100189105103105e7,1.4549941323811007e9,1.454939925108211e9,1.0,4.572148065648475e7,1.1220902566812752e7,1.1220549838132942e7,1.0
sphere3D_-7.9_23.3_23.3_49.0_0.csv,959,9.12378938114511e6,3.622004746410083e7,3.6206776488578014e7,1.0,8.631387520021033e6,6.834022861062951e7,6.832143823057194e7,1.0,8.572704727054331e6,8.190384479383786e7,8.187838868199645e7,1.0,8.641252995923439e6,1.7812577250224554e6,1.780890213995598e6,1.0
sphere3D_-70.5_-29.7_1.8_38.0_0.csv,237,1.2525980610116513e6,8.342361929655719e7,8.340772386553824e7,1.0,1.2617397894843037e6,3.2138596296136606e7,3.2132380287590012e7,1.0,2.66774753449366e6,475267.5834786671,435516.7705851999,1.0,1.2606236951778973e6,999812.9062853778,999614.6800140839,1.0
sphere3D_-71.4_85.1_-80.6_103.0_0.csv,178,6.017549293483077e6,2.9717999347639596e8,2.971673929734002e8,1.0,6.0182610491702985e6,2.4778370166697878e8,2.4777237723123607e8,1.0,6.015905933141088e6,2.6916057011461174e8,2.691480266145989e8,1.0,6.067340296256625e6,2.8932529125661836e6,2.893130515611767e6,1.0
sphere3D_-75.9_-13.1_31.6_95.0_0.csv,200,8.276754142478884e6,2.1042740397586298e8,2.1041475911446217e8,1.0,8.730488151705986e6,1.668919656793512e7,1.6676357880513886e7,1.0,8.306368668105516e6,8.285764976911043e7,8.284722789918308e7,1.0,8.80960713987369e6,1.9003468466938182e6,1.9002375313933822e6,1.0
sphere3D_-75.9_-30.5_-44.4_78.0_0.csv,537,1.3239717405677361e7,4.7927943025371987e8,4.7924315468692946e8,1.0,1.334082665563267e7,2.0270776875194228e8,2.0269196503682157e8,1.0,1.3255419269191965e7,3.038459018663995e8,3.038219744173965e8,1.0,1.3651431967842026e7,4.636797195967109e6,4.636441311009462e6,1.0
sphere3D_-76.5_-18.8_-25.7_139.0_0.csv,329,2.747756306905856e7,6.344732395345857e8,6.344526271515976e8,1.0,2.8110805980019636e7,1.6543992762789625e8,1.654207615394189e8,1.0,2.7631053070389323e7,2.4219548625419053e8,2.421636341670113e8,1.0,2.75111927555177e7,5.046503985355629e6,5.0463728675623685e6,1.0
sphere3D_-77.0_-70.7_-81.9_65.0_0.csv,533,8.60475717140107e6,6.150032167685323e8,6.149618525006522e8,1.0,8.611070863286722e6,5.363263130499258e8,5.362934259547724e8,1.0,8.602849428268578e6,6.546911903742034e8,6.546522029120432e8,1.0,8.60985617011705e6,6.385261057078467e6,6.384817800502983e6,1.0
sphere3D_-77.2_7.9_-51.4_97.0_0.csv,272,1.0499830412881708e7,3.226740708265919e8,3.2265602424376297e8,1.0,1.1840529754061125e7,5.111952660475586e6,5.038285841170948e6,1.0,1.0507052070495201e7,2.0958843924862343e8,2.0957376161105245e8,1.0,1.6322327440722365e7,2.888078409426598e6,2.887921535100326e6,1.0
sphere3D_-78.1_77.0_-32.1_121.0_0.csv,904,5.0697840718086146e7,1.6966731225062876e9,1.6966095876727233e9,1.0,5.072413060518548e7,1.2522237938313885e9,1.2521725063648458e9,1.0,5.084678400726099e7,4.1797946457487684e8,4.17899028937929e8,1.0,6.099886125571952e7,1.4325403013219364e7,1.4324897830877518e7,1.0
sphere3D_-78.7_-44.7_59.2_143.0_0.csv,980,8.127025498691976e7,2.292586453676728e9,2.292518789437629e9,1.0,8.153237375460419e7,7.366497608821077e8,7.365973325029848e8,1.0,8.129845710638228e7,1.4404921384255219e9,1.4404132866793349e9,1.0,8.175551480035587e7,1.8089688592854723e7,1.8089227365973808e7,1.0
sphere3D_-80.7_83.6_51.3_123.0_0.csv,500,3.1082251573435735e7,1.0717128779084744e9,1.0716755958181951e9,1.0,3.109487194895681e7,9.950135447498387e8,9.949808567026869e8,1.0,3.1106754881109253e7,8.051953024190723e8,8.051644436506504e8,1.0,4.466197557418317e7,8.865446877117962e6,8.865150758475527e6,1.0
sphere3D_-82.5_21.5_-95.5_41.0_0.csv,310,2.0350679127375977e6,2.842002326098865e8,2.841741196739011e8,1.0,2.0675271817259642e6,5.513084342212773e7,5.512453098334977e7,1.0,2.0345167471293001e6,3.1033925479369885e8,3.103117994575842e8,1.0,2.0372457901005223e6,3.020632257622397e6,3.020347824993797e6,1.0
sphere3D_-84.0_30.4_-72.2_36.0_0.csv,495,2.7206960319950054e6,3.687063626525016e8,3.686643332134835e8,1.0,2.7434810973925185e6,1.1192320441648135e8,1.119091859319548e8,1.0,2.7208664934167657e6,3.0056372821387136e8,3.005303992256413e8,1.0,2.725858826769549e6,3.904873210683656e6,3.9044171913799406e6,1.0
