name,npts,centro e raio implementados,resíduo,sol
sphere3D_47.1_-95.8_64.5_71.0_0.csv,527,"[47.1, -95.8, 64.5, 71.0]",9.84765503825946e6,"[46.896542069746204, -95.85571264741057, 64.5909153308626, 70.94575887259664]"
sphere3D_48.0_-54.3_-37.1_99.0_0.csv,274,"[48.0, -54.3, -37.1, 99.0]",1.0710461333871296e7,"[48.13675795761133, -54.11983910828706, -37.26058336654778, 99.02065773296367]"
sphere3D_5.1_-55.0_18.4_109.0_0.csv,601,"[5.1, -55.0, 18.4, 109.0]",2.8284221225716136e7,"[5.20911580291353, -55.06960361009433, 18.439406626845813, 108.97480033609138]"
sphere3D_50.5_52.3_91.6_78.0_0.csv,542,"[50.5, 52.3, 91.6, 78.0]",1.3461905199791742e7,"[50.569420553383196, 52.379274678207395, 91.48987399200065, 78.0197598161912]"
sphere3D_51.0_85.2_17.8_108.0_0.csv,574,"[51.0, 85.2, 17.8, 108.0]",2.2731581981160358e7,"[51.15659177869406, 85.30214780735203, 17.84423679629004, 108.07222011379527]"
sphere3D_51.5_17.5_62.3_108.0_0.csv,199,"[51.5, 17.5, 62.3, 108.0]",8.116187238934112e6,"[51.612913488605564, 17.413344620750106, 62.373516222579696, 108.09466183492992]"
sphere3D_55.9_-30.0_-87.6_9.0_0.csv,286,"[55.9, -30.0, -87.6, 9.0]",89051.90054267178,"[55.951458025510256, -30.104666430000584, -87.53922906583094, 9.128020480686278]"
sphere3D_56.1_-65.2_38.4_19.0_0.csv,358,"[56.1, -65.2, 38.4, 19.0]",512509.91633923445,"[55.95635646201035, -65.24717957271288, 38.33263087123851, 19.015312280889464]"
sphere3D_57.0_48.2_-63.1_33.0_0.csv,677,"[57.0, 48.2, -63.1, 33.0]",3.0265022957111867e6,"[57.04436747072261, 48.130056212245194, -63.146270038906835, 33.066502242774625]"
sphere3D_57.1_-33.7_48.1_117.0_0.csv,206,"[57.1, -33.7, 48.1, 117.0]",1.0859578550648186e7,"[56.80372282391982, -33.64978567424061, 48.082501338805706, 117.04596234037011]"
sphere3D_57.6_5.5_-37.3_12.0_0.csv,333,"[57.6, 5.5, -37.3, 12.0]",189639.88418465358,"[57.683259300127034, 5.616527261526565, -37.3864614356371, 12.183112041102648]"
sphere3D_59.2_-57.3_1.3_106.0_0.csv,475,"[59.2, -57.3, 1.3, 106.0]",2.0907130527130894e7,"[59.16747527219383, -57.17070894748564, 1.333232527294443, 105.9509601615552]"
sphere3D_59.4_15.3_6.5_13.0_0.csv,922,"[59.4, 15.3, 6.5, 13.0]",589844.6910386274,"[59.336798102266215, 15.438173781838017, 6.4102479862162065, 13.094505940074061]"
sphere3D_6.1_-42.2_67.0_9.0_0.csv,85,"[6.1, -42.2, 67.0, 9.0]",22426.464754592333,"[5.493112737290643, -42.371408455486176, 67.29908496871498, 8.995965097129234]"
sphere3D_6.2_-67.3_66.7_25.0_0.csv,453,"[6.2, -67.3, 66.7, 25.0]",1.2409232535018916e6,"[6.323263730821627, -67.35630299741536, 66.73072923555587, 25.032482945540867]"
sphere3D_6.7_-97.6_44.6_38.0_0.csv,788,"[6.7, -97.6, 44.6, 38.0]",4.4933195381486155e6,"[6.768282236698669, -97.7281047087829, 44.65008465974622, 38.024728161008426]"
sphere3D_61.7_-90.2_-68.9_109.0_0.csv,584,"[61.7, -90.2, -68.9, 109.0]",2.8868046561475765e7,"[61.6740296527657, -90.02790645830267, -68.96919815861266, 109.04189196548965]"
sphere3D_61.8_-57.6_77.0_148.0_0.csv,685,"[61.8, -57.6, 77.0, 148.0]",5.941672048264258e7,"[61.812198569329844, -57.6513914225986, 77.02509567682212, 148.02257508293158]"
sphere3D_62.0_-75.1_31.6_20.0_0.csv,827,"[62.0, -75.1, 31.6, 20.0]",1.215201330835031e6,"[61.89176119676994, -75.23059354036485, 31.7264589552753, 20.038333015998454]"
sphere3D_63.6_-50.0_-42.3_136.0_0.csv,394,"[63.6, -50.0, -42.3, 136.0]",3.0167385454985805e7,"[63.53434804942773, -50.047962846095665, -42.24658294348018, 135.94237479921057]"
sphere3D_64.4_-81.0_17.4_106.0_0.csv,529,"[64.4, -81.0, 17.4, 106.0]",2.1251734703959025e7,"[64.43297166033815, -80.95046083694977, 17.35854414488216, 106.02952976703313]"
sphere3D_64.4_77.3_35.4_25.0_0.csv,330,"[64.4, 77.3, 35.4, 25.0]",900472.4173887214,"[64.36823516034818, 77.55125644466686, 35.26124787563098, 25.112884357477856]"
sphere3D_65.2_92.7_37.4_122.0_0.csv,838,"[65.2, 92.7, 37.4, 122.0]",5.168515818732837e7,"[65.21275304886302, 92.8431388436444, 37.29096101507627, 121.9656382379199]"
sphere3D_65.6_-57.2_83.0_128.0_0.csv,404,"[65.6, -57.2, 83.0, 128.0]",2.707586647872314e7,"[65.86717210247267, -57.149337538172304, 82.89569075008738, 128.12259276417433]"
sphere3D_65.6_52.5_-78.2_150.0_0.csv,819,"[65.6, 52.5, -78.2, 150.0]",7.629554845307453e7,"[65.58718498231234, 52.623919356840794, -78.25424609483362, 149.98285553400083]"
sphere3D_66.7_78.7_-1.8_144.0_0.csv,33,"[66.7, 78.7, -1.8, 144.0]",2.0387623558165394e6,"[66.93348779159855, 78.16200565057906, -1.5390457141451481, 144.04069982764616]"
sphere3D_67.7_-57.7_88.8_105.0_0.csv,743,"[67.7, -57.7, 88.8, 105.0]",2.953060420156849e7,"[67.76791241712853, -57.83690383258138, 88.89406883614375, 104.97462457791994]"
sphere3D_67.9_29.4_37.1_66.0_0.csv,96,"[67.9, 29.4, 37.1, 66.0]",1.5823903544550976e6,"[67.84787328302022, 29.089992352405893, 37.194602261389626, 65.97289859181426]"
sphere3D_69.3_63.2_44.6_10.0_0.csv,136,"[69.3, 63.2, 44.6, 10.0]",52839.17781001009,"[69.17673944927274, 62.60544983623107, 45.020200673800936, 10.145957207384104]"
sphere3D_69.7_-2.2_-21.2_16.0_0.csv,675,"[69.7, -2.2, -21.2, 16.0]",669328.7544448263,"[69.65905783928137, -2.326986209857337, -21.12374053627462, 16.106786923005423]"
sphere3D_70.4_-98.9_69.1_87.0_0.csv,966,"[70.4, -98.9, 69.1, 87.0]",2.8284885522871856e7,"[70.4200938190561, -98.88609051747522, 69.09804705332688, 86.996705339653]"
sphere3D_70.9_-38.1_-8.2_25.0_0.csv,934,"[70.9, -38.1, -8.2, 25.0]",2.3557024133876893e6,"[70.8378301028849, -38.0019213607782, -8.278250317102975, 24.994918320581988]"
sphere3D_73.1_-73.1_-50.8_8.0_0.csv,100,"[73.1, -73.1, -50.8, 8.0]",19994.900054349782,"[73.0941015188938, -72.93784872947856, -50.77456991350582, 8.129568914055033]"
sphere3D_73.5_32.4_-51.1_32.0_0.csv,287,"[73.5, 32.4, -51.1, 32.0]",1.1936169306568955e6,"[73.48883016385778, 32.186884145734666, -51.002854689043765, 32.05817353583751]"
sphere3D_73.9_-16.4_-67.7_59.0_0.csv,288,"[73.9, -16.4, -67.7, 59.0]",4.5510772526596645e6,"[74.05998374005362, -16.433075937966034, -67.72888471186232, 59.08608683786118]"
sphere3D_75.4_-51.0_74.7_59.0_0.csv,188,"[75.4, -51.0, 74.7, 59.0]",2.3328478265573545e6,"[75.38745185142805, -50.98859235072456, 74.71368371379242, 59.05699164656014]"
sphere3D_75.6_18.6_-8.8_115.0_0.csv,945,"[75.6, 18.6, -8.8, 115.0]",5.120871523113216e7,"[75.64360099772955, 18.431314908556793, -8.805576117019877, 115.00532382040811]"
sphere3D_77.1_15.0_43.6_27.0_0.csv,188,"[77.1, 15.0, 43.6, 27.0]",640583.0109795295,"[76.99965575554862, 14.96958459778253, 43.52932552645715, 27.057371248506787]"
sphere3D_77.3_99.5_8.3_142.0_0.csv,128,"[77.3, 99.5, 8.3, 142.0]",1.1014800098870536e7,"[77.08249194823611, 99.49108266287307, 8.133911061154404, 141.94335435411637]"
sphere3D_77.4_35.5_66.5_50.0_0.csv,459,"[77.4, 35.5, 66.5, 50.0]",4.421797278875385e6,"[77.32920453432058, 35.45691386009216, 66.55791495852607, 49.98811021667142]"
sphere3D_78.2_-74.2_89.3_135.0_0.csv,926,"[78.2, -74.2, 89.3, 135.0]",6.541312246208971e7,"[78.14592609008642, -74.2462779455984, 89.39018787499765, 134.88990465569609]"
sphere3D_78.4_75.4_-13.5_13.0_0.csv,145,"[78.4, 75.4, -13.5, 13.0]",95076.36909171558,"[78.23331804029378, 75.55275760469885, -13.63839103503384, 13.001209268311845]"
sphere3D_78.7_32.8_22.9_17.0_0.csv,954,"[78.7, 32.8, 22.9, 17.0]",1.0678719700790113e6,"[78.67449335356751, 32.98658770525937, 22.822520406017055, 17.118294922323685]"
sphere3D_78.7_95.0_91.0_6.0_0.csv,799,"[78.7, 95.0, 91.0, 6.0]",119191.45537803792,"[78.49571046588902, 95.0838440790215, 90.98647447816252, 6.205779529732955]"
sphere3D_78.8_94.8_68.0_84.0_0.csv,90,"[78.8, 94.8, 68.0, 84.0]",1.854744347138851e6,"[79.03247347486413, 95.11548250649987, 67.87816034308946, 84.0433699973784]"
sphere3D_8.4_71.8_-90.1_13.0_0.csv,688,"[8.4, 71.8, -90.1, 13.0]",432511.1086935027,"[8.375022994962979, 71.88363167086497, -90.12533057191494, 13.13342375167216]"
sphere3D_81.5_-18.6_92.1_64.0_0.csv,985,"[81.5, -18.6, 92.1, 64.0]",1.5628029777551495e7,"[81.40033391105722, -18.68240624371515, 92.1560112187186, 63.96412379114226]"
sphere3D_81.7_47.0_-75.5_148.0_0.csv,181,"[81.7, 47.0, -75.5, 148.0]",1.5626630824218567e7,"[81.76615086292533, 46.691428234510255, -75.33481945670037, 147.9934768155611]"
sphere3D_82.1_24.3_45.2_133.0_0.csv,902,"[82.1, 24.3, 45.2, 133.0]",6.516202183725592e7,"[82.02399628037233, 24.319822697046284, 45.213964283515615, 133.0341621835842]"
sphere3D_83.1_95.4_-60.8_115.0_0.csv,722,"[83.1, 95.4, -60.8, 115.0]",3.9368167272688866e7,"[83.07604289002937, 95.51480261938893, -60.778769118693916, 115.05342662857979]"
sphere3D_84.4_18.1_35.6_123.0_0.csv,638,"[84.4, 18.1, 35.6, 123.0]",3.928469491108085e7,"[84.27065474913044, 18.029552502109073, 35.54318379371024, 123.02835988545097]"
sphere3D_85.2_32.2_8.0_101.0_0.csv,132,"[85.2, 32.2, 8.0, 101.0]",4.6434427409028355e6,"[84.8782546828178, 32.29733475296716, 7.935425357338562, 100.86940696721514]"
sphere3D_86.9_-24.1_-96.4_41.0_0.csv,68,"[86.9, -24.1, -96.4, 41.0]",303096.5145098333,"[86.75108908135586, -23.984521452494857, -96.37341165612756, 41.001697167014726]"
sphere3D_87.6_-19.0_5.6_8.0_0.csv,792,"[87.6, -19.0, 5.6, 8.0]",192659.5151861484,"[87.4293437889619, -18.958827190476306, 5.648932853647716, 8.146379931099444]"
sphere3D_89.3_-72.2_25.5_97.0_0.csv,181,"[89.3, -72.2, 25.5, 97.0]",7.205444189282789e6,"[89.25739323893973, -72.25167020360135, 25.57828876106525, 96.9838855033913]"
sphere3D_90.0_91.0_54.2_54.0_0.csv,998,"[90.0, 91.0, 54.2, 54.0]",1.12111193892094e7,"[90.12347008197769, 91.02311923296047, 54.15009603317263, 54.07795084392756]"
sphere3D_90.7_59.5_43.7_139.0_0.csv,921,"[90.7, 59.5, 43.7, 139.0]",7.321670676020956e7,"[90.63704858062165, 59.4103193926612, 43.77172004412411, 138.95118060084272]"
sphere3D_92.3_-69.6_81.5_130.0_0.csv,721,"[92.3, -69.6, 81.5, 130.0]",4.848890960799417e7,"[92.30798519251786, -69.7646956992995, 81.59661571365348, 129.9746750831865]"
sphere3D_92.4_80.1_84.3_111.0_0.csv,851,"[92.4, 80.1, 84.3, 111.0]",4.214583618819661e7,"[92.32548606344018, 80.30070499183205, 84.1621991967706, 111.01068969879562]"
sphere3D_93.6_-89.7_-90.0_58.0_0.csv,996,"[93.6, -89.7, -90.0, 58.0]",1.3543699951081168e7,"[93.6237501122901, -89.7013888670491, -90.00748861583267, 58.02573620635991]"
sphere3D_93.8_82.0_-39.2_127.0_0.csv,962,"[93.8, 82.0, -39.2, 127.0]",6.2996705492552504e7,"[93.81833504013863, 82.13755617803305, -39.23038439340208, 127.00641584260488]"
sphere3D_95.5_66.4_-60.7_42.0_0.csv,948,"[95.5, 66.4, -60.7, 42.0]",7.165871492418757e6,"[95.49737535833492, 66.41234266929249, -60.72275127513558, 42.07574475654528]"
sphere3D_96.0_-93.5_-36.3_49.0_0.csv,620,"[96.0, -93.5, -36.3, 49.0]",5.805512148954592e6,"[96.0970191918348, -93.37601415854805, -36.37119916567901, 49.03058951403973]"
sphere3D_97.2_65.4_-94.5_27.0_0.csv,609,"[97.2, 65.4, -94.5, 27.0]",1.7439589189500718e6,"[97.06600541478922, 65.33097350951317, -94.54577823563314, 27.03351041483216]"
sphere3D_97.8_-91.8_65.0_106.0_0.csv,575,"[97.8, -91.8, 65.0, 106.0]",2.5465497430449262e7,"[97.81628867809229, -91.81556475127475, 65.02821786322204, 106.03662406972573]"
sphere3D_98.4_-48.4_23.0_145.0_0.csv,353,"[98.4, -48.4, 23.0, 145.0]",3.3901517951206714e7,"[98.54264688295112, -48.41338686023232, 22.8855676235086, 145.06861903807632]"
