name,npts,centro e raio implementados,resíduo,sol
sphere3D_-7.9_23.3_23.3_49.0_0.csv,959,"[-7.9, 23.3, 23.3, 49.0]",8.51512829771129e6,"[-7.93089270858695, 23.31164599584835, 23.392399462843013, 48.97267286359586]"
sphere3D_-70.5_-29.7_1.8_38.0_0.csv,237,"[-70.5, -29.7, 1.8, 38.0]",1.2514781188886838e6,"[-70.61552469838412, -29.898183268435613, 1.7933144633275029, 37.98291028404295]"
sphere3D_-71.4_85.1_-80.6_103.0_0.csv,178,"[-71.4, 85.1, -80.6, 103.0]",6.012981435584811e6,"[-71.48736219405413, 85.0180336998737, -80.38277751575686, 103.06722980278292]"
sphere3D_-75.9_-13.1_31.6_95.0_0.csv,200,"[-75.9, -13.1, 31.6, 95.0]",8.268716291792422e6,"[-76.0146838204848, -12.737248358145267, 31.333508164154438, 94.95385364109278]"
sphere3D_-75.9_-30.5_-44.4_78.0_0.csv,537,"[-75.9, -30.5, -44.4, 78.0]",1.322837891035148e7,"[-75.8803850491145, -30.805366618646403, -44.301671172310485, 78.08838946803188]"
sphere3D_-76.5_-18.8_-25.7_139.0_0.csv,329,"[-76.5, -18.8, -25.7, 139.0]",2.7452963344698355e7,"[-76.69503327160976, -18.928695374326782, -25.646503832084395, 138.93798776525915]"
sphere3D_-77.0_-70.7_-81.9_65.0_0.csv,533,"[-77.0, -70.7, -81.9, 65.0]",8.598007918511832e6,"[-77.04975593094196, -70.5801431289545, -81.90207594984872, 64.97532388840989]"
sphere3D_-77.2_7.9_-51.4_97.0_0.csv,272,"[-77.2, 7.9, -51.4, 97.0]",1.0491050280619556e7,"[-77.25442662568108, 7.960189459759225, -51.52462331973468, 96.98091786615507]"
sphere3D_-78.1_77.0_-32.1_121.0_0.csv,904,"[-78.1, 77.0, -32.1, 121.0]",5.0658939762061045e7,"[-78.00654505085859, 76.94859488453974, -32.036954803858706, 121.00016154397368]"
sphere3D_-78.7_-44.7_59.2_143.0_0.csv,980,"[-78.7, -44.7, 59.2, 143.0]",8.120505126521142e7,"[-78.51664821393678, -44.74343147727847, 59.20236578132254, 143.07167096277104]"
sphere3D_-80.7_83.6_51.3_123.0_0.csv,500,"[-80.7, 83.6, 51.3, 123.0]",3.105845695671442e7,"[-80.78850138858826, 83.50468419045701, 51.134107836840144, 123.01537865943718]"
sphere3D_-82.5_21.5_-95.5_41.0_0.csv,310,"[-82.5, 21.5, -95.5, 41.0]",2.0336485199506874e6,"[-82.67454831018497, 21.532116243696976, -95.47559463346526, 40.980482787465185]"
sphere3D_-84.0_30.4_-72.2_36.0_0.csv,495,"[-84.0, 30.4, -72.2, 36.0]",2.7186887699777232e6,"[-83.84465738979758, 30.395235215356337, -72.25311006509315, 36.093047216685605]"
sphere3D_-85.2_83.7_36.1_74.0_0.csv,453,"[-85.2, 83.7, 36.1, 74.0]",1.0292466165307466e7,"[-85.18698695497193, 83.7704946121545, 36.13852106183646, 74.02578491561529]"
sphere3D_-86.1_96.0_16.3_98.0_0.csv,808,"[-86.1, 96.0, 16.3, 98.0]",2.933790171221148e7,"[-86.03052503903001, 96.04020719418563, 16.273229484709468, 97.99553619805113]"
sphere3D_-86.2_-55.2_-60.1_65.0_0.csv,725,"[-86.2, -55.2, -60.1, 65.0]",1.1564967066737369e7,"[-86.2923828098881, -55.30050720786725, -60.0223793944215, 65.08491193180936]"
sphere3D_-86.6_21.5_50.7_91.0_0.csv,271,"[-86.6, 21.5, 50.7, 91.0]",8.1125141997543415e6,"[-86.86222089518935, 21.480272893455357, 50.67391105982748, 90.86426134894009]"
sphere3D_-89.0_82.8_59.9_18.0_0.csv,851,"[-89.0, 82.8, 59.9, 18.0]",1.020393972602126e6,"[-89.12013947119539, 82.76113654214632, 59.955847465831106, 18.05883274464315]"
sphere3D_-9.1_-82.5_-5.2_57.0_0.csv,556,"[-9.1, -82.5, -5.2, 57.0]",7.351479852569867e6,"[-9.111924647718732, -82.63590246427655, -5.043869289909923, 56.95757877043753]"
sphere3D_-9.4_-25.6_-7.3_128.0_0.csv,388,"[-9.4, -25.6, -7.3, 128.0]",2.1116745131990362e7,"[-9.40305324422037, -25.67933064269376, -7.34191378163685, 128.1015813620474]"
sphere3D_-9.7_-54.5_-62.6_29.0_0.csv,210,"[-9.7, -54.5, -62.6, 29.0]",639628.077815026,"[-9.546421721906588, -54.3847768742225, -62.737305371228175, 28.988264614471383]"
sphere3D_-92.1_-25.9_-15.4_41.0_0.csv,504,"[-92.1, -25.9, -15.4, 41.0]",3.855261569283621e6,"[-92.03140549792302, -25.695058656990305, -15.596737818776708, 41.052119035866674]"
sphere3D_-92.3_31.2_-82.3_111.0_0.csv,812,"[-92.3, 31.2, -82.3, 111.0]",3.939286903805869e7,"[-92.18768465068473, 31.33022903631862, -82.32106022850813, 110.98194380912666]"
sphere3D_-92.6_69.3_-62.0_85.0_0.csv,973,"[-92.6, 69.3, -62.0, 85.0]",2.6422751904361274e7,"[-92.69980038976996, 69.3556305872304, -61.964538104488405, 84.9768337677423]"
sphere3D_-93.1_96.1_50.0_64.0_0.csv,892,"[-93.1, 96.1, 50.0, 64.0]",1.442764151898686e7,"[-93.22059641007954, 95.96525635220134, 49.94707551718848, 64.02724127599957]"
sphere3D_-94.0_-55.7_28.9_127.0_0.csv,526,"[-94.0, -55.7, 28.9, 127.0]",3.579484260298958e7,"[-93.95444956397422, -55.92705521616675, 29.11071020092408, 127.06274687375625]"
sphere3D_-97.4_-93.1_80.4_21.0_0.csv,157,"[-97.4, -93.1, 80.4, 21.0]",307761.90062202985,"[-97.88176454965046, -92.72807610644652, 80.26244478765723, 20.991034778103636]"
sphere3D_-98.2_-0.5_17.2_124.0_0.csv,351,"[-98.2, -0.5, 17.2, 124.0]",1.913291163895595e7,"[-98.22882067660196, -0.5095420933713893, 17.174482867297044, 123.99939126627233]"
sphere3D_0.0_76.7_1.6_84.0_0.csv,470,"[0.0, 76.7, 1.6, 84.0]",1.1692117509404255e7,"[0.06219900880534543, 76.78832740223426, 1.525937276653988, 84.00954618443293]"
sphere3D_0.8_86.2_-24.3_33.0_0.csv,163,"[0.8, 86.2, -24.3, 33.0]",591973.6623876331,"[0.4133394894615028, 86.34676787230391, -24.46836683453258, 33.044528433341675]"
sphere3D_1.7_15.3_78.8_31.0_0.csv,909,"[1.7, 15.3, 78.8, 31.0]",3.3796593565105195e6,"[1.6468403613249232, 15.310632344749385, 78.82085732884863, 31.00542783246336]"
sphere3D_11.0_-18.4_61.3_75.0_0.csv,658,"[11.0, -18.4, 61.3, 75.0]",1.456555637998781e7,"[10.980314482733935, -18.39531296805851, 61.30699472537188, 74.97638229654726]"
sphere3D_12.4_-91.8_77.4_69.0_0.csv,210,"[12.4, -91.8, 77.4, 69.0]",3.768912856171973e6,"[12.614415425619185, -91.98875666839832, 77.7290077581065, 68.99049091737504]"
sphere3D_13.8_-48.3_-66.0_77.0_0.csv,531,"[13.8, -48.3, -66.0, 77.0]",1.1590179210274078e7,"[13.69547620698895, -48.05154163796844, -66.0840718828127, 77.03494809864577]"
sphere3D_15.7_-16.5_-61.9_121.0_0.csv,384,"[15.7, -16.5, -61.9, 121.0]",2.3371769144268267e7,"[15.615268222939358, -16.541651225639402, -61.88302391416001, 121.06855066144067]"
sphere3D_19.5_-85.6_-71.8_135.0_0.csv,326,"[19.5, -85.6, -71.8, 135.0]",2.3531726667367164e7,"[19.498967491388807, -85.67674320940529, -71.8611094651808, 135.028864013525]"
sphere3D_20.1_86.8_-33.3_77.0_0.csv,642,"[20.1, 86.8, -33.3, 77.0]",1.4958091882003825e7,"[20.01805890061928, 86.92982475474128, -33.29867592119506, 77.0266396713995]"
sphere3D_21.1_74.3_67.8_19.0_0.csv,819,"[21.1, 74.3, 67.8, 19.0]",1.1240298806077375e6,"[21.011697718791822, 74.11158753784764, 67.92691858722672, 19.122721758207312]"
sphere3D_21.1_95.5_-23.7_126.0_0.csv,501,"[21.1, 95.5, -23.7, 126.0]",3.2955672511361044e7,"[21.237304067768502, 95.44359111192443, -23.644843999182115, 126.07408662471842]"
sphere3D_21.3_68.4_81.7_87.0_0.csv,749,"[21.3, 68.4, 81.7, 87.0]",2.1245366595914498e7,"[21.29815209195342, 68.30992499946373, 81.77376493606262, 87.01406610124106]"
sphere3D_22.9_-1.2_4.2_25.0_0.csv,550,"[22.9, -1.2, 4.2, 25.0]",1.3862611049895755e6,"[22.81749316857491, -1.2372425547782933, 4.12072408233545, 25.132526085700377]"
sphere3D_24.2_-97.7_43.6_123.0_0.csv,270,"[24.2, -97.7, 43.6, 123.0]",1.66186192195258e7,"[24.04111993194499, -97.88884544707898, 43.7234636107375, 123.02450895426274]"
sphere3D_25.5_3.6_5.9_128.0_0.csv,861,"[25.5, 3.6, 5.9, 128.0]",5.694068650008172e7,"[25.49277369954363, 3.4789788202585745, 5.99836426766716, 128.07748434653377]"
sphere3D_25.7_-18.1_99.7_142.0_0.csv,943,"[25.7, -18.1, 99.7, 142.0]",7.396560174523826e7,"[25.825042775435417, -18.26856210659987, 99.82070454673362, 141.98626078326194]"
sphere3D_26.0_-3.4_94.0_98.0_0.csv,207,"[26.0, -3.4, 94.0, 98.0]",7.343989689122864e6,"[26.242498088025872, -3.2142931761299605, 93.97684571622673, 98.1523511097926]"
sphere3D_26.5_74.7_-93.7_71.0_0.csv,592,"[26.5, 74.7, -93.7, 71.0]",1.1491749624185137e7,"[26.604872913356772, 74.82889454187922, -93.67331324169689, 71.11673517053885]"
sphere3D_26.8_-27.7_-74.7_125.0_0.csv,703,"[26.8, -27.7, -74.7, 125.0]",4.312624208612397e7,"[26.637088567290167, -27.695557494962824, -74.68719831588623, 125.021915222978]"
sphere3D_27.2_2.8_96.7_135.0_0.csv,657,"[27.2, 2.8, 96.7, 135.0]",5.2330140894122034e7,"[27.311751695596737, 2.8463197871488126, 96.73097152173105, 135.03021039447697]"
sphere3D_29.2_-90.0_-66.6_16.0_0.csv,802,"[29.2, -90.0, -66.6, 16.0]",828654.5257872364,"[29.205191301895205, -90.04341863302551, -66.55335269938385, 16.078784511158112]"
sphere3D_3.0_45.9_52.6_107.0_0.csv,568,"[3.0, 45.9, 52.6, 107.0]",2.7217386735752944e7,"[2.8425620702123506, 45.775854271996444, 52.82885044535786, 106.97747364972057]"
sphere3D_3.6_-72.9_1.5_106.0_0.csv,424,"[3.6, -72.9, 1.5, 106.0]",1.8949496284019556e7,"[3.5366125009740514, -72.95339576734851, 1.607750964942512, 106.0247060465486]"
sphere3D_31.7_79.8_-76.9_106.0_0.csv,291,"[31.7, 79.8, -76.9, 106.0]",1.4050180652427271e7,"[31.517058563363506, 79.80445401869625, -76.87832581773523, 106.0277688265966]"
sphere3D_34.4_75.6_48.2_116.0_0.csv,473,"[34.4, 75.6, 48.2, 116.0]",2.5662470608138226e7,"[34.59894547198972, 75.66028070335649, 48.17263289083513, 116.09454045537561]"
sphere3D_36.7_-5.2_67.4_102.0_0.csv,634,"[36.7, -5.2, 67.4, 102.0]",2.575694737478393e7,"[36.56683656678045, -5.278718637673106, 67.4347094670299, 101.97265480052559]"
sphere3D_36.9_-43.5_-98.1_143.0_0.csv,730,"[36.9, -43.5, -98.1, 143.0]",6.207548640815026e7,"[36.95562709827904, -43.40486108540384, -98.13339881495568, 143.05061793264792]"
sphere3D_38.2_81.6_-50.1_143.0_0.csv,830,"[38.2, 81.6, -50.1, 143.0]",6.446580151104641e7,"[38.12029043815289, 81.49267510384107, -50.17320400033497, 142.95765902690712]"
sphere3D_38.6_-46.1_56.1_68.0_0.csv,493,"[38.6, -46.1, 56.1, 68.0]",9.177369649723636e6,"[38.604546425338164, -46.09700809569817, 56.04958244501446, 68.01874276493777]"
sphere3D_39.3_-11.3_49.3_99.0_0.csv,297,"[39.3, -11.3, 49.3, 99.0]",1.0735307216053676e7,"[39.302748436313586, -11.363352110998054, 49.248159335687745, 99.0152286253471]"
sphere3D_39.4_15.0_-72.7_127.0_0.csv,40,"[39.4, 15.0, -72.7, 127.0]",2.17851131144458e6,"[39.587625916911406, 14.148445798639695, -71.99134127304418, 127.23108073275536]"
sphere3D_4.6_-57.1_86.2_6.0_0.csv,603,"[4.6, -57.1, 86.2, 6.0]",90945.53162102784,"[4.360028483704028, -57.00394286619931, 86.2094280195968, 6.197040110033866]"
sphere3D_4.8_-1.5_-32.7_42.0_0.csv,300,"[4.8, -1.5, -32.7, 42.0]",2.0441012679538764e6,"[4.74713469576684, -1.6396823106261935, -32.55356632654263, 41.967388297859]"
sphere3D_40.5_7.3_-14.1_13.0_0.csv,962,"[40.5, 7.3, -14.1, 13.0]",640318.1433343347,"[40.50280771391105, 7.307631003370528, -14.097639155770253, 13.086553423073836]"
sphere3D_40.8_66.5_65.2_146.0_0.csv,374,"[40.8, 66.5, 65.2, 146.0]",2.7517911740656465e7,"[40.91960613873528, 66.49632207479704, 65.09530302196961, 145.8738698310343]"
sphere3D_42.1_21.9_52.5_71.0_0.csv,101,"[42.1, 21.9, 52.5, 71.0]",1.7426063452982693e6,"[41.8753864857968, 21.85398296523376, 52.44394717947406, 70.92775647911226]"
sphere3D_42.9_4.0_22.0_71.0_0.csv,40,"[42.9, 4.0, 22.0, 71.0]",626826.2993479647,"[42.93071324092893, 3.2358666992761607, 22.48119801356188, 71.1824304321645]"
sphere3D_45.4_-92.8_-46.0_38.0_0.csv,302,"[45.4, -92.8, -46.0, 38.0]",1.6725518211704872e6,"[45.43158503643946, -92.77696960948622, -45.99482837043389, 37.97830918840622]"
