name,npts,solution,resíduo algébrico,resíduo geométrico ,gradiente algébrico,gradiente geométrico
sphere3D_-0.5_92.2_95.4_74.0_0.csv,296,"[-0.5578408605256047, 91.82156234388826, 95.63179544289358, 73.98884253746068]",5.8994812976674065e6,221.29221648754822,[-1087.348430591971 178979.41489749955 186406.35561541526 -144195.88822769857],[-4.179209777283007 15.381847405072932 17.799363549886735 -2.95126801583595]
sphere3D_-10.4_-92.6_-52.2_80.0_0.csv,981,"[-10.457407354423099, -92.74137749033406, -52.233868231803136, 79.99790055760978]",2.533063417910388e7,778.9767926596662,[-209977.73379063825 -1.862184728435887e6 -1.048821080299291e6 -1.6056669574015383e6],[-33.21475848003977 -146.50046654416406 -84.8149140587037 -50.360087499189234]
sphere3D_-11.8_-75.7_66.2_93.0_0.csv,394,"[-11.803781172080093, -76.26566985141767, 66.71033201575045, 92.90848643068632]",1.5431718953803878e7,337.3550631010853,[-405797.2408621464 -2.6219054679960995e6 2.293406517312263e6 -3.190465088453005e6],[-29.235989871044872 -151.20309837587777 132.0532268398428 -87.61225943030294]
sphere3D_-14.5_-42.7_87.6_135.0_0.csv,670,"[-14.399018599939579, -42.46306981686686, 87.4910353434099, 135.05761611582673]",4.986512021520463e7,546.4421079742004,[334660.18424145156 986921.3424706596 -2.0334556694470441e6 3.139724433407105e6],[3.523923009709902 26.569001496494376 -56.75509953333163 48.09772396526046]
sphere3D_-15.4_-38.1_56.2_129.0_0.csv,274,"[-15.359447377944685, -37.98104098381734, 56.24635376537569, 129.03095812278872]",1.6161257431563655e7,208.7979568066347,[84070.2340825467 207889.9668628407 -307865.5117403511 706373.1145915325],[-0.384093389791321 6.716811651907413 -8.745515085072544 12.490937522755019]
sphere3D_-16.6_87.8_20.3_18.0_0.csv,652,"[-16.589432732087218, 88.00101458938433, 20.241115299711527, 18.09137526817424]",900102.2105869631,537.3364122756777,[-7370.320501058802 39096.917466983905 8992.682848099234 -8035.616918507682],[-58.69104759713488 47.55618604154531 -7.627916752549352 32.02415889893648]
sphere3D_-17.2_-58.0_-56.2_147.0_0.csv,128,"[-17.405881620984317, -57.829521721181166, -56.361955571500836, 146.84543923135433]",9.53794753639208e6,91.41842671123868,[45041.09683556953 149645.11104390433 145847.4987909103 380042.64109134703],[-0.256498083338489 3.1485562437257935 3.2181085841011163 5.160202709671012]
sphere3D_-19.7_-89.8_-62.6_64.0_0.csv,198,"[-19.629173643388402, -89.99245380047525, -62.60071297586001, 63.94358850194864]",3.0742772378209187e6,156.49828899558912,[-29019.31682180776 -133042.76461012586 -92547.4478013441 -94509.98885852011],[-7.983053386277001 -17.112259042264807 -11.820780323944003 -2.844352457983746]
sphere3D_-20.0_36.3_58.5_132.0_0.csv,623,"[-20.0569045168515, 36.35937918889808, 58.493421506734386, 132.00835230907649]",4.197883426383968e7,486.54181254028265,[274163.9182717948 -497007.394909766 -799564.3404767665 1.8047561765631482e6],[2.5763696563408782 -13.504615382198573 -23.482393173338554 30.460131336514053]
sphere3D_-21.7_-24.9_-70.8_119.0_0.csv,97,"[-21.552533834904374, -24.953656036010134, -70.7202805717061, 119.19424014248925]",5.170673510808331e6,76.54657189490808,[54872.006062749075 63531.14561170596 180051.38950854377 303539.1900057616],[0.5706595600780718 2.697227894733365 6.624994925102146 6.1051601384538685]
sphere3D_-23.9_-76.3_2.6_32.0_0.csv,50,"[-23.80757884123141, -75.91333103211478, 2.5359749670690186, 32.06163343841486]",175199.81193018705,38.42437343464579,[-3141.531399912483 -10017.151034982258 334.63482529085377 -4229.10253506136],[-2.4906995294416703 -5.171441746656738 0.07514334292858038 0.3107763567312034]
sphere3D_-24.1_-6.4_-18.3_68.0_0.csv,504,"[-24.12084472876471, -6.392091329310524, -18.34694085338763, 68.07491635112923]",1.0468325730982842e7,423.43263210623826,[274614.2664994569 72773.54883390988 208878.74208451842 775450.5703489351],[19.68614444943431 8.700558906731747 20.894450384159633 50.132517810113086]
sphere3D_-26.6_-60.5_-75.3_27.0_0.csv,471,"[-26.645204032041036, -60.537124686711195, -75.29152898230517, 27.012554375190078]",1.3849449114369415e6,378.4918338558253,[-15844.356513289982 -35997.91482602416 -44771.502810274906 -16059.349947212775],[-34.09216870166086 -22.51018058940907 -31.533733805597272 12.104974881537977]
sphere3D_-27.0_5.7_-31.5_43.0_0.csv,496,"[-23.919756825809106, 2.82809957711453, -28.922963315052257, 44.664350208951475]",1.8654734430338655e7,884.3230339199583,[3.0248810549398055e6 -357640.12546602095 3.6575841644856073e6 5.667837106272162e6],[728.987689117045 -33.64284742497546 1077.402650475273 765.8226945014598]
sphere3D_-27.5_-38.7_97.6_110.0_0.csv,74,"[-26.32830742633602, -35.783849749182735, 95.30854789312899, 110.85429787578443]",1.0459017879655458e7,100.69137970641869,[867794.5012552902 1.1794540204678604e6 -3.1414185669066967e6 3.6597590323385783e6],[35.078940555506 48.036623210530074 -131.83007303249596 76.41037844432887]
sphere3D_-29.3_-7.9_-7.7_57.0_0.csv,618,"[-29.17709438448563, -7.952470961888892, -7.5407300163885065, 57.06345950640665]",7.353821631531046e6,466.61054618145505,[375022.41480417544 102215.62244933912 96923.38595750551 734097.2618653933],[45.408477773638175 17.106240193453406 13.847129052104002 66.32640977887105]
sphere3D_-31.7_-57.1_-78.8_90.0_0.csv,572,"[-31.959667979173833, -57.322254534449755, -78.7778036383185, 89.89649541562433]",1.90131651416089e7,465.35341354770185,[-993262.365270092 -1.7814965461685925e6 -2.4483053961382345e6 -2.7915631291143997e6],[-70.43839080267026 -110.02992663331189 -152.4071048748282 -79.81586187590437]
sphere3D_-32.0_88.6_-73.2_149.0_0.csv,564,"[-31.927434028817107, 88.04350499478267, -72.91959775929153, 149.03132813599623]",5.0241410899020575e7,444.4151729919735,[789118.8123016256 -2.1760842423740653e6 1.8022815840294007e6 3.6843672037937106e6],[13.237614182034276 -49.09388260296027 39.99697488576832 45.2699505149252]
sphere3D_-32.8_-12.0_95.9_21.0_0.csv,983,"[-32.97977582946795, -12.046121709124451, 95.86011591805152, 21.00255780106108]",1.8296623003070527e6,821.484846783778,[-24177.829302779053 -8831.141731152324 70276.0846508482 -15394.116848632862],[-82.57515975702202 -8.345749104300985 83.80596146721984 40.75725750310703]
sphere3D_-33.8_-90.6_-69.2_39.0_0.csv,598,"[-33.822352744922775, -90.7546864165543, -69.30026237586016, 39.01322157195251]",3.872886002465374e6,494.3910343001448,[-41376.16551312527 -111023.64620537788 -84777.63642009516 -47718.81395949071],[-29.406288750317323 -37.05677099757469 -32.323205300648986 8.502744140538496]
sphere3D_-34.5_-37.6_93.5_23.0_0.csv,305,"[-34.7543159841691, -37.77685649126648, 93.62511864996591, 23.004853512647234]",618408.7778358791,232.5723213097764,[-7906.267854857816 -8593.866330270848 21298.801149175357 -5232.417148014147],[-26.319921100900675 -9.65161672580082 17.706203221478233 10.22381172482806]
