1,2,3,4,5,6,7,8,9,10
sphere3D_-0.5_92.2_95.4_74.0_0.csv,296,"[-0.5458039353584432, 91.76799670925097, 95.62977098925249, 74.00277018521216]",5.893489716297969e6,221.12807962525895,[-4.2186813516309485e-5 4.874455316894455e-5 -9.260853403247893e-6 5.632574902847409e-5],[-4.074887239198043 -0.9496989697170266 0.7743206350535963 3.6301088347351538],9.36e-5,0.0001014,0.0159299
sphere3D_-10.4_-92.6_-52.2_80.0_0.csv,981,"[-10.40443858794917, -92.52964055647969, -52.29766759830252, 80.04099591811739]",2.5127035214288116e7,777.4096904630101,[9.398043414421409e-5 1.595888858219041e-5 2.9520881071221083e-5 -0.00014182311861077324],[-16.863753210395963 -1.4232796005509292 -2.858013230429632 12.25914328407842],0.0002372,0.00025025,0.0157456
sphere3D_-11.8_-75.7_66.2_93.0_0.csv,394,"[-11.61135999112091, -75.17974269722588, 66.00554106866332, 93.06526041761524]",1.2925295742580881e7,311.8417042284666,[-1.1304783242849226e-5 1.646953592171485e-6 9.98537871055305e-6 1.644511939957738e-7],[-5.1523629952956105 -0.4054404407336255 -0.22386946737230762 4.006154726379606],0.0001129,0.0001226,0.0151364
sphere3D_-14.5_-42.7_87.6_135.0_0.csv,670,"[-14.44931955317931, -42.62679237528227, 87.61401958830783, 135.0145501150719]",4.9583015899195336e7,547.032456841099,[7.38567914027044e-5 -8.484660384056042e-6 -1.9640428945422173e-6 -0.00012330232129897922],[-5.664697965124011 -0.405139309067575 -0.9106440183102145 5.037794466325408],0.0001736,0.0001819,0.0159927
sphere3D_-15.4_-38.1_56.2_129.0_0.csv,274,"[-15.39092432841769, -38.06034727091708, 56.30257910494835, 129.00485280519075]",1.6133802477079209e7,208.75019935547022,[-8.423157851211727e-6 -1.0115327313542366e-6 -5.2460236474871635e-6 2.561137080192566e-9],[-2.912466824466175 0.46818792954749355 0.49399482427218544 1.8812133465305294],8.91e-5,9.95e-5,0.0161486
sphere3D_-16.6_87.8_20.3_18.0_0.csv,652,"[-16.565219507217, 87.84363569003109, 20.30830657186932, 18.100573155001875]",897204.9329359132,536.2782726179935,[-4.53920796417151e-6 -2.454303285048809e-6 -1.0314743121853098e-6 8.334318408742547e-6],[-47.66867674792576 -10.93628396218409 -22.432373238131277 38.017514377704494],0.0001688,0.0001763,0.0160145
sphere3D_-17.2_-58.0_-56.2_147.0_0.csv,128,"[-17.43353099094504, -57.857483481715704, -56.36128418776824, 146.8223974003871]",9.530902550426899e6,91.49365279229775,[2.2319953178140395e-5 3.7933215679686327e-6 2.764634700724855e-6 -2.7215864975005388e-5],[-1.2978779523073756 -0.31730198154470574 -0.16307120580069734 0.7537286115708071],5.78e-5,6.7e-5,0.0170246
sphere3D_-19.7_-89.8_-62.6_64.0_0.csv,198,"[-19.59242154318814, -89.88644324153613, -62.62466536706058, 63.96581190574015]",3.066754889182948e6,156.08613552248175,[-1.2837679719268635e-5 -1.9290525870019337e-6 -4.2628380469977856e-6 2.589688665466383e-5],[-4.397228897265677 -0.9143007069216449 -0.5359925257210936 2.925171294701599],7.21e-5,8.36e-5,0.0170542
sphere3D_-20.0_36.3_58.5_132.0_0.csv,623,"[-20.09375123649273, 36.368472336746215, 58.5072868904007, 131.97978370190933]",4.194019795363943e7,485.92251573042506,[-2.029262509495311e-5 1.2885984006061335e-5 -1.5051744412630796e-5 4.801127943210304e-6],[-5.30816220994106 0.7812236930639588 -0.5174186149354081 4.565258759066296],0.0001624,0.0001697,0.0158241
sphere3D_-21.7_-24.9_-70.8_119.0_0.csv,97,"[-21.605886509544614, -24.93573477560072, -70.76144039391941, 119.1553693978687]",5.160172033679307e6,76.56450217388067,[-3.925788405467756e-7 6.257066615944495e-7 3.1796516850590706e-6 -1.373235136270523e-6],[-1.3696987935697094 0.4467095765139132 0.2807251644804536 0.7626336710453074],5.21e-5,6.01e-5,0.0172336
sphere3D_-23.9_-76.3_2.6_32.0_0.csv,50,"[-23.760356953505354, -75.71931727252716, 2.439965204386481, 32.084261252404076]",174091.5949600052,37.81985905650815,[-3.017994458787143e-7 7.17736838851124e-8 1.0502844816073775e-7 5.439378583105281e-7],[-1.0109417542975305 -0.3623567396703642 -0.09136669124828245 1.329312445671519],4.19e-5,4.81e-5,0.0001303
sphere3D_-24.1_-6.4_-18.3_68.0_0.csv,504,"[-24.235739159773203, -6.378605614781168, -18.376004116181456, 68.00914865711741]",1.0424477262475716e7,422.67803779889334,[5.834948524352512e-7 2.7109956590720685e-7 3.280583769083023e-7 -1.7458078218623996e-6],[-9.951465895452593 0.8564699959162364 -1.6795579222816501 8.273493156874224],0.0001374,0.0001446,0.0169305
sphere3D_-26.6_-60.5_-75.3_27.0_0.csv,471,"[-26.61124650265532, -60.497686915006675, -75.27849677545828, 27.02548139388635]",1.3835709225205472e6,378.04755724257126,[1.1691575139138877e-6 9.642858458391856e-7 1.358820554742124e-6 -4.828159944736399e-6],[-23.318725660765764 2.0305905820584003 -0.902115306521313 17.5764468484832],0.0001298,0.0001372,0.0165407
sphere3D_-27.0_5.7_-31.5_43.0_0.csv,496,"[-26.976408666535807, 5.727090812259093, -31.45019781906787, 43.029133836578865]",3.5766578224705555e6,391.740806015719,[2.101559744005499e-7 5.532655222850735e-8 8.77753336681053e-8 -6.780192052247003e-7],[-16.228332371412442 -1.7131439868460059 -1.2891688115895197 11.21793015292198],0.0001356,0.0001492,0.0234058
