1,2,3,4,5,6
sphere2D_-0.5_-58.5_62.0_36.csv,364,36,0.0009595,0.0009874,0.0128764
sphere2D_-14.0_49.4_192.0_228.csv,2288,228,0.0208149,0.02134735,0.036005
sphere2D_-15.0_49.9_53.0_212.csv,2126,212,0.0162165,0.0166185,0.0295082
sphere2D_-16.9_34.2_37.0_449.csv,4496,449,0.0983814,0.0995073,0.1104944
sphere2D_-18.3_34.9_183.0_260.csv,2605,260,0.0273403,0.02789455,0.0398794
sphere2D_-18.9_-50.6_104.0_339.csv,3392,339,0.0508848,0.05138245,0.0614023
sphere2D_-19.2_-41.0_97.0_122.csv,1221,122,0.0063589,0.0065405,0.0165811
sphere2D_-19.4_-46.5_167.0_486.csv,4868,486,0.0763217,0.0770375,0.0870942
sphere2D_-2.1_31.8_53.0_143.csv,1432,143,0.0080951,0.0082317,0.0199335
sphere2D_-2.2_-21.5_80.0_447.csv,4470,447,0.0632158,0.0636125,0.0765432
sphere2D_-21.7_-14.2_162.0_249.csv,2499,249,0.0222217,0.02252625,0.0353289
sphere2D_-24.2_28.0_98.0_365.csv,3655,365,0.0480905,0.0484356,0.0574405
sphere2D_-24.3_-0.8_39.0_317.csv,3172,317,0.0347922,0.03512865,0.0483809
sphere2D_-28.1_-38.4_131.0_311.csv,3117,311,0.033212,0.0335487,0.0449082
sphere2D_-28.5_-5.2_55.0_510.csv,5103,510,0.0913378,0.0921312,0.1012452
sphere2D_-3.3_-41.6_129.0_560.csv,5608,560,0.1018846,0.1023995,0.1115662
sphere2D_-30.3_20.3_141.0_544.csv,5442,544,0.1084047,0.10908355,0.1185982
sphere2D_-31.8_53.1_59.0_103.csv,1037,103,0.0047454,0.0048523,0.014953
sphere2D_-33.2_10.9_12.0_158.csv,1585,158,0.0114058,0.0115001,0.0212685
sphere2D_-34.2_56.3_87.0_54.csv,548,54,0.0015791,0.0016116,0.0116328
sphere2D_-34.9_-1.4_12.0_167.csv,1675,167,0.0126099,0.012709,0.022638
sphere2D_-35.4_-49.4_155.0_403.csv,4036,403,0.0585035,0.0588489,0.0682295
sphere2D_-37.3_58.2_128.0_5.csv,52,5,9.14e-5,9.59e-5,0.0078978
sphere2D_-4.5_-28.1_109.0_362.csv,3629,362,0.0462452,0.04664425,0.0556877
sphere2D_-40.0_33.4_115.0_103.csv,1035,103,0.0047678,0.0048709,0.0181312
sphere2D_-40.5_-9.0_88.0_19.csv,191,19,0.0003814,0.0003934,0.0091389
sphere2D_-41.0_-2.2_173.0_166.csv,1666,166,0.0108037,0.0109214,0.0205273
sphere2D_-43.6_29.1_120.0_529.csv,5299,529,0.0960247,0.0966829,0.1059869
sphere2D_-44.4_55.6_102.0_583.csv,5837,583,0.1131069,0.11352195,0.1232249
sphere2D_-44.7_-31.1_190.0_46.csv,465,46,0.0009264,0.0009547,0.010519
sphere2D_-45.2_-44.1_140.0_8.csv,89,8,0.0001323,0.0001374,0.0084946
sphere2D_-48.2_45.2_199.0_236.csv,2363,236,0.0218958,0.0220708,0.0324324
sphere2D_-48.2_7.8_132.0_292.csv,2928,292,0.0309787,0.0311828,0.0403607
sphere2D_-49.2_25.8_59.0_556.csv,5567,556,0.105025,0.1056716,0.1156904
sphere2D_-49.6_-27.2_82.0_581.csv,5819,581,0.1547682,0.1554165,0.1644941
sphere2D_-5.8_-55.8_117.0_18.csv,185,18,0.0003579,0.0003709,0.0091729
sphere2D_-51.1_24.1_21.0_320.csv,3209,320,0.0551294,0.0556381,0.0673664
sphere2D_-52.0_17.9_156.0_161.csv,1610,161,0.0103298,0.01044385,0.020072
sphere2D_-55.7_23.3_112.0_54.csv,545,54,0.0015973,0.00163185,0.0113982
sphere2D_-56.7_-23.8_130.0_135.csv,1358,135,0.0076956,0.00776715,0.0170195
sphere2D_-57.3_-2.1_115.0_45.csv,454,45,0.0012343,0.0012667,0.0113309
sphere2D_-58.3_-43.0_96.0_533.csv,5339,533,0.1006326,0.10124675,0.1097391
