1,2,3,4
plane_-0.03522421870457523_-0.9127931157409757_-0.4069004574494037_0.csv,44,40.44082550209218,34.171637244055695
plane_-0.04486850913740678_-0.9466701495781259_0.3190649538660038_0.csv,113,218.3028655868008,88.37221842477855
plane_-0.07546181549093782_0.9240512878041256_-0.3747462233436762_0.csv,63,3273.6749137255474,45.19582004370976
plane_-0.07879000523933401_0.42563426317903535_0.9014586008699598_0.csv,139,929.182253346595,110.44684596287367
plane_-0.10151386428186103_0.3264905364740936_-0.9397334009980823_0.csv,84,46.9446835082515,76.20320002516364
plane_-0.16504515277186396_-0.44835578924773856_-0.8784857334041056_0.csv,137,882.9940481268198,103.80995326384831
plane_-0.18987666680819887_-0.891125720361206_0.41211867454961343_0.csv,142,442.4180476074837,112.58328813364241
plane_-0.19502435873753926_-0.8794494667598471_0.434205176057163_0.csv,66,116.22395861341127,50.15465852044075
plane_-0.19957546439773852_-0.6914279185653902_0.694332101691085_0.csv,90,224.94248674987725,60.43258334268992
plane_-0.20925530145587856_0.6771335934477898_-0.7054802020163944_0.csv,64,4417.898897348624,47.96533798042433
plane_-0.25706892432336326_-0.809461077184876_-0.5279093981640496_0.csv,82,320.7990088913741,64.55565521033976
plane_-0.27763633940389887_0.5376113340620027_0.7961734211404429_0.csv,38,6904.437249534839,27.707573150137794
plane_-0.2807903352821203_0.5700043806227042_-0.7721734220258308_0.csv,91,1384.9260304482596,76.77568928157177
plane_-0.291321949014215_0.9564256910839127_0.019529963062405446_0.csv,38,360.07511812719963,28.731521887446995
plane_-0.3119456169913145_-0.9258431698804004_-0.21331750238956024_0.csv,134,1708.2292499213181,105.31794557483356
plane_-0.32752449846614945_0.8843161458586039_-0.332735115487202_0.csv,134,2638.213366744291,112.96392276117238
plane_-0.34234014370895816_0.8432769316236524_0.41435159296994106_0.csv,128,2554.5291586935637,91.8632852982737
plane_-0.3550184528704132_-0.03946054766496933_0.9340261041852518_0.csv,149,2006.487022009026,119.97953568979344
plane_-0.3559725073172479_0.9307694144480622_-0.0833778817330074_0.csv,136,6557.915935220756,119.02763568364394
plane_-0.4024460617427547_-0.7101989324872141_0.5776284650896009_0.csv,140,1111.6716481398973,113.61260286239768
plane_-0.4188637484117467_-0.7869840911788984_0.4530002212999286_0.csv,144,1998.0360606401152,104.37773158719143
plane_-0.4253742024904852_0.041359199299831555_0.9040720128888298_0.csv,86,2436.373023583991,68.75623918941079
