1,2,3,4
plane_-0.03522421870457523_-0.9127931157409757_-0.4069004574494037_0.csv,44,1.920557304263183e-10,34.160974632690476
plane_-0.04486850913740678_-0.9466701495781259_0.3190649538660038_0.csv,113,3.926661948942898e-10,88.45984504420959
plane_-0.07546181549093782_0.9240512878041256_-0.3747462233436762_0.csv,63,2.55251638595161e-11,44.724813657481974
plane_-0.07879000523933401_0.42563426317903535_0.9014586008699598_0.csv,139,2.097774870878129e-10,110.33496455244541
plane_-0.10151386428186103_0.3264905364740936_-0.9397334009980823_0.csv,84,2.020566023477069e-10,76.2516101974452
plane_-0.16504515277186396_-0.44835578924773856_-0.8784857334041056_0.csv,137,6.71488477363285e-10,103.82146360961315
plane_-0.18987666680819887_-0.891125720361206_0.41211867454961343_0.csv,142,4.024060507446528e-10,112.75443114914326
plane_-0.19502435873753926_-0.8794494667598471_0.434205176057163_0.csv,66,1.2777465138079813e-11,50.16845177735419
plane_-0.19957546439773852_-0.6914279185653902_0.694332101691085_0.csv,90,2.3792491829202583e-10,60.902382481710866
plane_-0.20925530145587856_0.6771335934477898_-0.7054802020163944_0.csv,64,1.6113461613442137e-10,47.31095866006022
plane_-0.25706892432336326_-0.809461077184876_-0.5279093981640496_0.csv,82,1.3423992295622977e-10,64.62124716562296
plane_-0.27763633940389887_0.5376113340620027_0.7961734211404429_0.csv,38,3.561247171452976e-10,27.521841213371456
plane_-0.2807903352821203_0.5700043806227042_-0.7721734220258308_0.csv,91,1.0167076541084075e-10,76.77067566670057
plane_-0.291321949014215_0.9564256910839127_0.019529963062405446_0.csv,38,1.812372593472669e-11,28.7197055443178
plane_-0.3119456169913145_-0.9258431698804004_-0.21331750238956024_0.csv,134,3.93933584130908e-10,105.70211658205089
plane_-0.32752449846614945_0.8843161458586039_-0.332735115487202_0.csv,134,3.3635594030148474e-11,112.68551693707452
plane_-0.34234014370895816_0.8432769316236524_0.41435159296994106_0.csv,128,6.006109782216185e-10,90.82345813265127
plane_-0.3550184528704132_-0.03946054766496933_0.9340261041852518_0.csv,149,3.094566568608891e-10,119.44265603914839
plane_-0.3559725073172479_0.9307694144480622_-0.0833778817330074_0.csv,136,4.6421053818538005e-10,116.53909451976463
plane_-0.4024460617427547_-0.7101989324872141_0.5776284650896009_0.csv,140,1.0651434434570846e-10,114.08371157706183
plane_-0.4188637484117467_-0.7869840911788984_0.4530002212999286_0.csv,144,7.962179399413992e-10,104.67635061071994
