1,npts,nout,solution,value obtained,internal it,external it,ndif,time
sphere3D_-52.2_-68.1_-92.4_148.0_3.csv,15,3,"[-52.2, -68.1, -92.4, 148.0]","[-52.19999999999996, -68.09999999999995, -92.40000000000003, 148.00000000000009]",48,5,1.9895196601282805e-13,0.0001127
sphere3D_-52.5_117.6_-22.4_56.0_4.csv,23,4,"[-52.5, 117.6, -22.4, 56.0]","[-52.49999999999999, 117.60000000000016, -22.4000000000001, -56.000000000000156]",53,6,4.369837824924616e-13,0.00014925
sphere3D_-59.4_56.6_-95.7_140.0_9.csv,45,9,"[-59.4, 56.6, -95.7, 140.0]","[-59.4, 56.6, -95.7, 140.0]",45,6,0.0,0.0001696
sphere3D_-59.8_16.1_70.3_54.0_7.csv,35,7,"[-59.8, 16.1, 70.3, 54.0]","[-59.80000000000022, 16.100000000000367, 70.2999999999998, -53.99999999999992]",40,5,8.633094239485217e-13,0.00013575
sphere3D_-66.8_-0.0_-36.9_123.0_10.csv,50,10,"[-66.8, -0.0, -36.9, 123.0]","[-66.8, 8.002273150782474e-15, -36.900000000000006, 123.0]",81,7,1.5107700508383476e-14,0.0003123
sphere3D_-67.0_-118.0_7.4_93.0_2.csv,10,2,"[-67.0, -118.0, 7.4, 93.0]","[-66.99999999999675, -118.00000000000257, 7.4000000000022625, -93.00000000000524]",37,5,1.333244625811858e-11,"7,88E-02"
sphere3D_-68.7_-31.9_119.6_86.0_9.csv,49,9,"[-68.7, -31.9, 119.6, 86.0]","[-68.7, -31.900000000000084, 119.60000000000005, -86.0]",42,5,1.4210854715202004e-13,0.00016575
sphere3D_-68.7_110.1_-84.6_160.0_7.csv,36,7,"[-68.7, 110.1, -84.6, 160.0]","[-68.69999999999999, 110.09999999999998, -84.6, 160.0]",184,6,2.842170943040401e-14,0.0005884
sphere3D_-68.9_94.8_-85.5_120.0_7.csv,36,7,"[-68.9, 94.8, -85.5, 120.0]","[-68.9, 94.8, -85.5, -120.0]",44,6,0.0,0.000155
sphere3D_-7.9_83.6_-81.9_88.0_7.csv,37,7,"[-7.9, 83.6, -81.9, 88.0]","[-7.900000000000009, 83.6, -81.9, -88.0]",64,6,8.881784197001252e-15,0.00021955
sphere3D_-72.0_54.2_-30.1_119.0_1.csv,8,1,"[-72.0, 54.2, -30.1, 119.0]","[-72.0, 54.2, -30.1, 119.0]",37,4,0.0,7.63e-5
sphere3D_-72.9_63.2_4.1_131.0_4.csv,21,4,"[-72.9, 63.2, 4.1, 131.0]","[-72.89999999999984, 63.200000000000045, 4.099999999999965, 131.00000000000017]",39,4,4.18332035678759e-13,0.0001047
sphere3D_-73.8_65.9_110.0_109.0_4.csv,22,4,"[-73.8, 65.9, 110.0, 109.0]","[-73.79999999999859, 65.90000000000002, 109.99999999999972, -109.00000000000232]",40,4,4.021671884402167e-12,0.00010875
sphere3D_-74.1_61.5_-18.4_68.0_7.csv,38,7,"[-74.1, 61.5, -18.4, 68.0]","[-74.09999999999984, 61.50000000000006, -18.40000000000004, -68.00000000000023]",38,5,4.831690603168681e-13,0.00013105
sphere3D_-74.4_-117.4_-95.7_106.0_2.csv,10,2,"[-74.4, -117.4, -95.7, 106.0]","[-74.39999999998635, -117.39999999999424, -95.70000000000331, -106.0000000000215]",41,5,4.423839072842384e-11,"8,73E-02"
sphere3D_-76.2_-113.5_45.9_96.0_9.csv,47,9,"[-76.2, -113.5, 45.9, 96.0]","[-76.19999999999997, -113.50000000000001, 45.900000000000006, -96.00000000000003]",67,5,7.815970093361102e-14,0.0002408
sphere3D_-77.3_110.6_-109.5_39.0_8.csv,42,8,"[-77.3, 110.6, -109.5, 39.0]","[-77.29999999999296, 110.5999999999769, -109.49999999998515, -39.000000000002444]",56,8,4.7421622184629086e-11,0.00020815
sphere3D_-77.9_-59.2_-65.1_13.0_4.csv,21,4,"[-77.9, -59.2, -65.1, 13.0]","[-77.90000000008685, -59.199999999112116, -65.10000000040752, -13.000000000160238]",33,5,1.5424923560658499e-9,9.39e-5
sphere3D_-83.9_-36.5_27.8_32.0_3.csv,19,3,"[-83.9, -36.5, 27.8, 32.0]","[-83.9000000000194, -36.50000000003504, 27.8000000000191, -31.99999999999654]",45,5,7.699441084696446e-11,0.00011825
sphere3D_-90.2_-44.0_3.3_115.0_7.csv,39,7,"[-90.2, -44.0, 3.3, 115.0]","[-90.2, -44.00000000000001, 3.2999999999999963, 115.0]",133,5,1.0658141036401503e-14,0.000416
sphere3D_-91.7_-27.7_55.7_6.0_9.csv,46,9,"[-91.7, -27.7, 55.7, 6.0]","[-91.70000000000326, -27.700000000089403, 55.700000000052526, -5.9999999999987415]",34,5,1.4644019330489755e-10,0.00013795
sphere3D_-94.1_85.3_-113.4_53.0_9.csv,47,9,"[-94.1, 85.3, -113.4, 53.0]","[-94.09999999999998, 85.3, -113.4, -53.00000000000011]",46,5,1.2079226507921703e-13,0.00017545
sphere3D_-95.9_106.6_63.9_155.0_9.csv,48,9,"[-95.9, 106.6, 63.9, 155.0]","[-95.89999999999999, 106.59999999999998, 63.900000000000006, -155.0]",91,5,3.552713678800501e-14,0.000319
sphere3D_-97.6_-26.0_-12.6_56.0_6.csv,32,6,"[-97.6, -26.0, -12.6, 56.0]","[-97.59999999999525, -26.000000000000973, -12.599999999997403, -56.00000000000693]",37,5,1.524469439573295e-11,0.0001213
sphere3D_-98.8_32.5_48.0_38.0_9.csv,48,9,"[-98.8, 32.5, 48.0, 38.0]","[-98.79999999999998, 32.49999999999902, 48.00000000000058, -38.0]",39,5,1.5774048733874224e-12,0.00015525
sphere3D_0.7_81.7_119.1_49.0_2.csv,12,2,"[0.7, 81.7, 119.1, 49.0]","[0.7000000000013857, 81.69999999999723, 119.10000000000232, -49.00000000000084]",33,3,7.325917650291558e-12,"7,36E-02"
sphere3D_1.5_-70.3_33.5_122.0_5.csv,28,5,"[1.5, -70.3, 33.5, 122.0]","[1.49999999999999, -70.3, 33.5, 122.0]",110,5,9.992007221626409e-15,0.0003123
sphere3D_10.2_-86.8_58.5_121.0_9.csv,48,9,"[10.2, -86.8, 58.5, 121.0]","[10.200000000000054, -86.8, 58.50000000000001, 121.00000000000007]",40,5,1.3322676295501878e-13,0.0001559
sphere3D_101.0_46.3_-37.6_21.0_9.csv,46,9,"[101.0, 46.3, -37.6, 21.0]","[100.99999999997776, 46.299999999791495, -37.59999999986816, -20.999999999989814]",45,6,3.7276848274814256e-10,0.0001749
sphere3D_102.9_-40.5_32.7_60.0_6.csv,30,6,"[102.9, -40.5, 32.7, 60.0]","[102.89999999999979, -40.50000000000033, 32.70000000000025, -59.999999999999915]",38,5,8.739675649849232e-13,0.00011915
sphere3D_103.5_-102.3_54.0_129.0_8.csv,44,8,"[103.5, -102.3, 54.0, 129.0]","[103.49999999999999, -102.3, 54.00000000000001, -129.0]",109,5,2.1316282072803006e-14,0.00035925
sphere3D_11.7_85.1_75.9_6.0_5.csv,28,5,"[11.7, 85.1, 75.9, 6.0]","[11.69999999981889, 85.10000000118367, 75.89999999937098, -5.999999999892388]",35,5,2.101428364653657e-9,0.00011415
sphere3D_116.8_28.6_-113.3_122.0_2.csv,11,2,"[116.8, 28.6, -113.3, 122.0]","[113.54795880758516, 26.97579155429505, -109.70627588839874, -119.69363033083506]",30,3,10.776343418885986,6.53e-5
sphere3D_117.1_-38.3_-101.4_75.0_6.csv,33,6,"[117.1, -38.3, -101.4, 75.0]","[117.09999999999795, -38.299999999978056, -101.40000000001385, -74.9999999999997]",121,8,3.8127723200886976e-11,0.0003871
sphere3D_12.8_-34.7_102.2_62.0_3.csv,19,3,"[12.8, -34.7, 102.2, 62.0]","[12.799999999999887, -34.70000000000001, 102.20000000000003, -61.99999999999996]",38,5,1.9184653865522705e-13,0.00010125
sphere3D_19.7_82.1_46.7_25.0_6.csv,31,6,"[19.7, 82.1, 46.7, 25.0]","[19.69999999999933, 82.10000000000367, 46.69999999999823, -24.999999999999932]",43,6,6.192379942149273e-12,0.0001423
sphere3D_20.4_-60.8_81.9_166.0_9.csv,45,9,"[20.4, -60.8, 81.9, 166.0]","[20.400000000000002, -60.8, 81.90000000000002, 166.0]",44,4,1.7763568394002505e-14,0.0001582
sphere3D_20.6_-109.5_-107.1_37.0_9.csv,49,9,"[20.6, -109.5, -107.1, 37.0]","[20.599999999999728, -109.50000000000001, -107.09999999999998, -36.99999999999993]",41,5,3.730349362740526e-13,0.0001633
sphere3D_21.9_95.9_24.6_139.0_6.csv,33,6,"[21.9, 95.9, 24.6, 139.0]","[21.899999999999988, 95.9, 24.600000000000005, 139.0]",41,4,1.4210854715202004e-14,0.00013435
sphere3D_22.4_5.8_110.3_166.0_9.csv,45,9,"[22.4, 5.8, 110.3, 166.0]","[22.400000000000016, 5.800000000000003, 110.3, 166.0]",89,5,2.1316282072803006e-14,0.0002981
sphere3D_27.1_-79.3_28.7_129.0_6.csv,33,6,"[27.1, -79.3, 28.7, 129.0]","[27.10000000000001, -79.29999999999998, 28.699999999999992, 129.0]",47,5,2.842170943040401e-14,0.0001558
sphere3D_29.5_51.8_-10.7_163.0_5.csv,27,5,"[29.5, 51.8, -10.7, 163.0]","[29.50000000000026, 51.800000000000125, -10.700000000000122, 163.0000000000005]",52,5,1.021405182655144e-12,0.0001547
sphere3D_29.5_53.3_-11.5_82.0_2.csv,12,2,"[29.5, 53.3, -11.5, 82.0]","[29.500000000000004, 53.300000000000004, -11.500000000000005, 82.0]",34,4,1.5987211554602254e-14,7.71e-5
sphere3D_32.4_43.5_-60.8_154.0_8.csv,43,8,"[32.4, 43.5, -60.8, 154.0]","[27.601228738402973, 39.21185409577117, -53.73744404395039, 150.820310895488]",48,4,19.329162226387453,0.0001656
sphere3D_32.8_72.8_-58.1_15.0_4.csv,22,4,"[32.8, 72.8, -58.1, 15.0]","[32.79999999993635, 72.80000000013854, -58.100000000072995, -14.99999999998939]",41,7,2.857962755342669e-10,0.00012235
sphere3D_33.2_85.0_56.8_37.0_6.csv,33,6,"[33.2, 85.0, 56.8, 37.0]","[33.199999999999406, 84.99999999999896, 56.800000000000544, -36.99999999999983]",39,5,2.3518964553659316e-12,0.00012995
sphere3D_35.4_-73.4_-88.3_121.0_9.csv,45,9,"[35.4, -73.4, -88.3, 121.0]","[35.4, -73.4, -88.3, 121.0]",43,6,0.0,0.0001653
sphere3D_36.9_-72.7_-65.4_106.0_10.csv,50,10,"[36.9, -72.7, -65.4, 106.0]","[36.900000000000006, -72.7, -65.4, 106.0]",42,6,7.105427357601002e-15,0.0001707
sphere3D_37.0_86.1_-105.1_72.0_3.csv,19,3,"[37.0, 86.1, -105.1, 72.0]","[37.00000000001387, 86.09999999999711, -105.09999999999663, -72.00000000002736]",33,4,4.7478465603489894e-11,8.62e-5
sphere3D_37.2_-96.5_-73.1_139.0_8.csv,40,8,"[37.2, -96.5, -73.1, 139.0]","[37.2, -96.50000000000001, -73.1, 139.0]",44,5,1.4210854715202004e-14,0.00014805
sphere3D_42.3_2.8_19.8_146.0_9.csv,45,9,"[42.3, 2.8, 19.8, 146.0]","[42.30000000000002, 2.799999999999996, 19.800000000000004, 146.0]",50,4,2.886579864025407e-14,0.00017105
sphere3D_47.2_77.2_64.6_170.0_4.csv,21,4,"[47.2, 77.2, 64.6, 170.0]","[47.20000000000033, 77.19999999999999, 64.60000000000007, 170.0000000000005]",47,5,9.237055564881302e-13,0.00012665
sphere3D_53.5_34.0_0.1_84.0_7.csv,38,7,"[53.5, 34.0, 0.1, 84.0]","[53.50000000000019, 34.00000000000002, 0.09999999999999018, 84.00000000000023]",105,4,4.5036196993919475e-13,0.0003326
sphere3D_58.0_-26.2_-7.5_70.0_6.csv,30,6,"[58.0, -26.2, -7.5, 70.0]","[58.00000000000019, -26.199999999999953, -7.500000000000094, 70.0000000000002]",38,5,5.311306949806749e-13,0.00011855
sphere3D_61.8_-3.6_72.1_162.0_6.csv,32,6,"[61.8, -3.6, 72.1, 162.0]","[61.8, -3.5999999999999863, 72.09999999999998, 162.0]",65,5,2.7977620220553945e-14,0.0002015
sphere3D_61.8_26.0_-66.2_39.0_7.csv,39,7,"[61.8, 26.0, -66.2, 39.0]","[61.800000000000324, 26.00000000000002, -66.19999999999997, -39.00000000000071]",36,5,1.0871303857129533e-12,0.0001244
sphere3D_64.5_-93.3_3.7_112.0_7.csv,35,7,"[64.5, -93.3, 3.7, 112.0]","[64.5, -93.3, 3.700000000000006, -112.0]",15,5,5.773159728050814e-15,5.98e-5
sphere3D_66.4_12.5_-102.5_105.0_9.csv,48,9,"[66.4, 12.5, -102.5, 105.0]","[66.40000000000002, 12.500000000000005, -102.5, -105.00000000000001]",110,5,3.375077994860476e-14,0.00038
sphere3D_67.7_33.4_15.6_122.0_7.csv,38,7,"[67.7, 33.4, 15.6, 122.0]","[67.7, 33.4, 15.600000000000001, 122.0]",110,5,1.7763568394002505e-15,0.00035575
sphere3D_68.7_-14.9_-48.3_139.0_7.csv,36,7,"[68.7, -14.9, -48.3, 139.0]","[68.70000000000002, -14.9, -48.3, 139.00000000000003]",110,5,4.263256414560601e-14,0.0003459
sphere3D_72.8_-78.0_-49.4_91.0_5.csv,25,5,"[72.8, -78.0, -49.4, 91.0]","[70.11854388363197, -82.57475428578242, -44.17936962446027, -89.43713809563499]",138,5,14.039702682055179,0.00037825
sphere3D_74.4_-96.6_-106.8_71.0_5.csv,27,5,"[74.4, -96.6, -106.8, 71.0]","[74.4, -96.60000000000001, -106.8, -71.00000000000003]",48,5,4.263256414560601e-14,0.00014405
sphere3D_75.2_2.4_94.5_59.0_8.csv,42,8,"[75.2, 2.4, 94.5, 59.0]","[75.19999999999999, 2.3999999999999697, 94.50000000000001, -59.0]",39,5,5.861977570020827e-14,0.0001397
sphere3D_76.1_80.4_77.8_163.0_1.csv,9,1,"[76.1, 80.4, 77.8, 163.0]","[76.1, 80.40000000000002, 77.8, 163.0]",44,4,1.4210854715202004e-14,"9,18E-02"
sphere3D_79.3_-95.7_70.6_24.0_6.csv,33,6,"[79.3, -95.7, 70.6, 24.0]","[81.31528426675273, -97.21088673409618, 73.50829115145548, -25.73478329998013]",30,4,8.169245452284521,0.0001033
sphere3D_8.2_9.3_-118.9_49.0_8.csv,43,8,"[8.2, 9.3, -118.9, 49.0]","[8.20000000000008, 9.30000000000002, -118.90000000000002, -49.00000000000024]",40,5,3.552713678800501e-13,0.00014455
sphere3D_80.0_-54.8_-55.6_159.0_10.csv,50,10,"[80.0, -54.8, -55.6, 159.0]","[80.00000000000003, -54.79999999999999, -55.599999999999994, 159.00000000000003]",50,5,7.105427357601002e-14,0.0001885
sphere3D_88.3_-92.7_16.1_16.0_3.csv,19,3,"[88.3, -92.7, 16.1, 16.0]","[88.29999999996564, -92.6999999999291, 16.099999999956346, -16.00000000000632]",33,5,1.552358241951879e-10,8.89e-5
sphere3D_88.8_32.9_47.6_139.0_9.csv,47,9,"[88.8, 32.9, 47.6, 139.0]","[88.80000000000001, 32.90000000000002, 47.59999999999999, 139.0]",46,5,4.973799150320701e-14,0.0001736
sphere3D_91.2_-6.2_-43.4_155.0_6.csv,30,6,"[91.2, -6.2, -43.4, 155.0]","[91.2, -6.199999999999995, -43.400000000000006, 155.0]",83,7,1.2434497875801753e-14,0.00025
sphere3D_91.3_88.0_27.7_159.0_9.csv,45,9,"[91.3, 88.0, 27.7, 159.0]","[91.3, 88.0, 27.7, 159.0]",109,5,0.0,0.0003564
sphere3D_93.3_-23.3_19.9_68.0_4.csv,23,4,"[93.3, -23.3, 19.9, 68.0]","[93.30000000000031, -23.300000000000068, 19.90000000000007, -68.00000000000044]",42,5,8.917311333789257e-13,0.00011955
sphere3D_96.7_106.1_93.6_168.0_3.csv,16,3,"[96.7, 106.1, 93.6, 168.0]","[96.7, 106.09999999999998, 93.60000000000001, -168.0]",61,5,2.842170943040401e-14,0.00014515
