1,2,3,4,5
sphere3D_-10.6_-8.5_-22.0_57.6_287.csv,820,287,6,0.9084431871952985
sphere3D_-12.8_33.2_4.1_27.2_296.csv,845,296,7,4.388025035339069
sphere3D_-15.0_11.3_-2.7_66.9_177.csv,507,177,6,0.25736451538177385
sphere3D_-16.6_41.4_-12.5_50.0_225.csv,642,225,8,27.89561263563604
sphere3D_-17.5_-31.8_6.2_34.7_166.csv,474,166,9,50.52551227742913
sphere3D_-17.9_22.1_-22.2_33.5_51.csv,147,51,7,12.967499989515604
sphere3D_-19.3_33.5_42.2_21.8_211.csv,603,211,8,0.08619582864958199
sphere3D_-19.7_-37.2_48.9_62.4_204.csv,582,204,9,54.19478534028201
sphere3D_-2.4_-34.7_36.1_63.1_103.csv,293,103,7,1.1571916154530353
sphere3D_-20.5_-31.6_35.3_32.8_284.csv,810,284,8,0.7562273189932515
sphere3D_-20.8_44.0_-16.5_20.3_323.csv,923,323,7,0.19151855616522148
sphere3D_-21.2_-30.5_-42.1_79.9_104.csv,297,104,8,0.40680171655795927
sphere3D_-22.0_42.3_26.9_56.0_252.csv,719,252,8,183.68064507335043
sphere3D_-23.4_-29.8_-35.0_12.2_337.csv,963,337,9,0.061436021040848124
sphere3D_-24.2_-18.4_-15.0_59.4_288.csv,823,288,7,1.1077449370819523
sphere3D_-24.3_-48.6_-25.7_37.5_171.csv,488,171,8,0.35055319347576636
sphere3D_-24.9_18.9_-16.3_21.8_302.csv,863,302,8,1.4550147934060877
sphere3D_-25.3_49.3_44.8_30.7_95.csv,272,95,8,0.02997445142261377
sphere3D_-25.5_49.7_-28.1_76.0_66.csv,188,66,7,0.7491673195920937
sphere3D_-27.0_-29.7_-1.8_29.7_263.csv,751,263,7,2.6024288309663066
sphere3D_-27.0_48.8_41.9_22.2_123.csv,351,123,7,0.018562336297182073
sphere3D_-27.4_-13.3_22.7_43.6_293.csv,836,293,8,18.322727414614317
