1,2,3,4
sphere3D_-0.7_-44.7_17.2_49.3_0.csv,139,0,99.04901921553733
sphere3D_-1.9_14.6_-23.5_36.0_0.csv,63,0,56.095332531008864
sphere3D_-10.5_5.0_36.4_54.9_0.csv,58,0,46.8112777208375
sphere3D_-13.7_-16.1_-40.9_29.9_0.csv,32,0,17.76270087445488
sphere3D_-17.5_8.3_45.4_41.0_0.csv,272,0,201.11286505246161
sphere3D_-17.8_8.5_40.8_35.4_0.csv,172,0,137.36142629077082
sphere3D_-18.1_-39.1_-29.0_42.2_0.csv,300,0,242.23824258207017
sphere3D_-2.6_-37.3_7.2_4.1_0.csv,89,0,73.29622463260151
sphere3D_-25.1_-13.4_47.7_16.7_0.csv,291,0,235.49506485361968
sphere3D_-25.5_3.6_-9.6_77.5_0.csv,202,0,162.33942820083536
sphere3D_-26.0_43.6_-13.3_38.6_0.csv,79,0,62.081644071292835
sphere3D_-26.6_-12.5_35.8_79.7_0.csv,198,0,168.40275329068078
sphere3D_-27.2_25.6_43.9_2.1_0.csv,300,0,234.0436530653155
sphere3D_-27.7_-17.3_38.7_40.3_0.csv,90,0,65.98411156770094
sphere3D_-28.9_7.0_-45.4_24.4_0.csv,195,0,146.99029840168427
sphere3D_-33.8_-23.4_27.0_49.3_0.csv,187,0,128.0195636850098
sphere3D_-34.3_2.2_-14.3_64.7_0.csv,172,0,132.89211246340068
sphere3D_-34.6_-13.1_-34.5_68.8_0.csv,54,0,38.8836875480183
sphere3D_-35.7_-36.1_8.9_36.0_0.csv,253,0,205.06933681556234
sphere3D_-35.8_34.0_33.9_74.3_0.csv,108,0,82.88186426970012
sphere3D_-35.9_28.4_-35.4_24.3_0.csv,186,0,146.5402262465314
sphere3D_-37.4_-5.1_28.5_76.4_0.csv,294,0,222.62692926303149
sphere3D_-37.6_-18.6_-19.7_70.3_0.csv,225,0,159.27025195281627
sphere3D_-39.3_-34.0_-19.4_15.9_0.csv,165,0,127.23080994029792
sphere3D_-39.4_27.5_44.0_72.6_0.csv,151,0,123.23853330157075
sphere3D_-39.8_17.2_21.2_63.3_0.csv,291,0,221.02954438410165
sphere3D_-4.2_-43.1_8.1_50.8_0.csv,297,0,235.42616333924997
sphere3D_-4.5_0.0_35.8_44.6_0.csv,64,0,55.033473930682106
sphere3D_-40.4_-46.6_43.3_68.1_0.csv,181,0,141.55245275101393
sphere3D_-40.7_-18.5_9.6_27.3_0.csv,117,0,92.78613432295697
sphere3D_-40.7_-36.7_2.4_43.7_0.csv,176,0,125.69883887992202
sphere3D_-42.7_-46.2_-21.2_78.6_0.csv,25,0,18.439915073504196
sphere3D_-42.7_31.4_25.7_20.2_0.csv,288,0,240.2798897100555
sphere3D_-44.1_-32.3_-36.5_58.2_0.csv,287,0,223.27224928221736
sphere3D_-45.0_-20.7_40.9_77.9_0.csv,221,0,167.98065268558537
sphere3D_-46.3_41.0_-26.9_5.7_0.csv,151,0,114.97954211885384
sphere3D_-46.5_1.9_27.1_61.5_0.csv,106,0,74.52211713537976
sphere3D_-47.4_8.9_29.1_74.8_0.csv,264,0,207.9988306679461
sphere3D_-47.6_-27.9_-42.0_23.6_0.csv,220,0,180.42502427446468
sphere3D_-47.7_-2.3_-17.3_35.2_0.csv,205,0,149.65978538795073
sphere3D_-47.7_28.8_-46.2_52.0_0.csv,98,0,83.5890266515733
sphere3D_-5.9_-33.9_16.8_46.4_0.csv,93,0,73.59720664837857
sphere3D_-50.0_-41.5_-37.6_6.6_0.csv,75,0,56.65019405621828
sphere3D_-7.0_-17.8_-5.8_79.4_0.csv,123,0,87.1302905224083
sphere3D_-7.0_-25.9_1.0_45.9_0.csv,108,0,88.71917489919525
sphere3D_-7.6_-5.5_6.8_7.1_0.csv,83,0,55.97221708155911
sphere3D_-9.5_-39.4_-3.7_72.8_0.csv,79,0,67.26264873117312
sphere3D_-9.8_-33.7_24.4_46.2_0.csv,215,0,165.10298890313044
sphere3D_0.0_-39.2_43.0_47.5_0.csv,94,0,72.56866299360658
sphere3D_0.2_32.1_26.0_18.1_0.csv,182,0,132.38414436296296
sphere3D_0.4_-6.9_-9.7_38.3_0.csv,218,0,174.3928754416394
sphere3D_11.0_-19.1_-22.6_26.8_0.csv,207,0,149.7157488726939
sphere3D_16.9_12.4_-37.4_63.1_0.csv,276,0,216.0920404236614
sphere3D_18.5_26.2_7.9_31.3_0.csv,257,0,205.549725181068
sphere3D_18.6_-35.7_-29.5_72.7_0.csv,36,0,31.385616790224745
sphere3D_18.8_23.3_-8.0_9.3_0.csv,24,0,17.483107780760363
sphere3D_19.4_5.6_31.2_11.8_0.csv,266,0,222.16435943159263
sphere3D_2.0_49.8_32.1_37.0_0.csv,268,0,210.4555711154497
